SEXO,EDAD,PAIS,AÑO ESTIMACION,CODREGEO,REGION,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION,AÑO,CODIGO_PAIS,INFLACION,CRECIMIENTO_PIB,DESEMPLEO
H,45 A 49,URUGUAY,2020,7,METROPOLITANA DE SANTIAGO,246.0,19.0,1.0,20.0,266,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,8.0,,,,8,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,9,MAULE,12.0,3.0,,3.0,15,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,10,ÑUBLE,1.0,1.0,,1.0,2,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,11,BIOBÍO,14.0,1.0,,1.0,15,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,12,LA ARAUCANÍA,5.0,1.0,,1.0,6,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,13,LOS RÍOS,2.0,,,,2,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,14,LOS LAGOS,1.0,,,,1,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,,,,1,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,5.0,3.0,,3.0,8,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2020,17,REGIÓN IGNORADA,,2.0,,2.0,2,2020,URY,9.75640636078194,-7.35732706484723,10.413
H,45 A 49,URUGUAY,2021,1,ARICA Y PARINACOTA,1.0,,,,1,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,2,TARAPACÁ,4.0,,,,4,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,3,ANTOFAGASTA,9.0,1.0,,1.0,10,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,4,ATACAMA,1.0,,,,1,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,5,COQUIMBO,11.0,,,,11,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,6,VALPARAÍSO,24.0,6.0,,6.0,30,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,7,METROPOLITANA DE SANTIAGO,249.0,17.0,2.0,19.0,268,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,6.0,1.0,,1.0,7,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,9,MAULE,9.0,3.0,,3.0,12,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,10,ÑUBLE,1.0,,,,1,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,11,BIOBÍO,16.0,3.0,,3.0,19,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,12,LA ARAUCANÍA,6.0,,,,6,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,13,LOS RÍOS,2.0,1.0,,1.0,3,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,14,LOS LAGOS,3.0,,,,3,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,,,,1,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,7.0,3.0,,3.0,10,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2021,17,REGIÓN IGNORADA,,3.0,,3.0,3,2021,URY,7.74791402314763,5.84427312558179,9.328
H,45 A 49,URUGUAY,2022,1,ARICA Y PARINACOTA,2.0,,,,2,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,2,TARAPACÁ,5.0,,,,5,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,3,ANTOFAGASTA,9.0,1.0,,1.0,10,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,5,COQUIMBO,11.0,1.0,,1.0,12,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,6,VALPARAÍSO,32.0,8.0,,8.0,40,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,7,METROPOLITANA DE SANTIAGO,265.0,22.0,,22.0,287,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,7.0,,,,7,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,9,MAULE,11.0,3.0,1.0,4.0,15,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,10,ÑUBLE,1.0,,,,1,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,11,BIOBÍO,12.0,3.0,,3.0,15,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,12,LA ARAUCANÍA,7.0,1.0,,1.0,8,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,13,LOS RÍOS,4.0,,,,4,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,14,LOS LAGOS,3.0,,,,3,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,,,,1,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,4.0,4.0,,4.0,8,2022,URY,9.10437983075439,4.48622703072073,7.877
H,45 A 49,URUGUAY,2023,1,ARICA Y PARINACOTA,2.0,,,,2,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,2,TARAPACÁ,5.0,,,,5,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,3,ANTOFAGASTA,8.0,1.0,,1.0,9,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,5,COQUIMBO,8.0,1.0,,1.0,9,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,6,VALPARAÍSO,36.0,8.0,,8.0,44,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,7,METROPOLITANA DE SANTIAGO,294.0,18.0,,18.0,312,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,11.0,,,,11,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,9,MAULE,10.0,3.0,1.0,4.0,14,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,10,ÑUBLE,1.0,,,,1,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,11,BIOBÍO,13.0,1.0,,1.0,14,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,12,LA ARAUCANÍA,6.0,,,,6,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,13,LOS RÍOS,3.0,,,,3,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,14,LOS LAGOS,4.0,1.0,,1.0,5,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,,,,1,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,6.0,2.0,,2.0,8,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,URUGUAY,2023,17,REGIÓN IGNORADA,,2.0,,2.0,2,2023,URY,5.86910359896118,0.742128785315927,8.355
H,45 A 49,VENEZUELA,2018,1,ARICA Y PARINACOTA,1.0,22.0,,22.0,23,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,2,TARAPACÁ,8.0,50.0,,50.0,58,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,3,ANTOFAGASTA,29.0,93.0,,93.0,122,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,4,ATACAMA,2.0,30.0,,30.0,32,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,5,COQUIMBO,19.0,126.0,,126.0,145,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,6,VALPARAÍSO,65.0,369.0,,369.0,434,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,7,METROPOLITANA DE SANTIAGO,1151.0,2423.0,7.0,2430.0,3581,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,31.0,157.0,,157.0,188,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,9,MAULE,51.0,182.0,,182.0,233,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,10,ÑUBLE,6.0,51.0,1.0,52.0,58,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,11,BIOBÍO,22.0,158.0,,158.0,180,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,12,LA ARAUCANÍA,19.0,44.0,,44.0,63,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,13,LOS RÍOS,,13.0,,13.0,13,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,14,LOS LAGOS,15.0,124.0,,124.0,139,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,,8.0,,8.0,8,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,3.0,43.0,,43.0,46,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2018,17,REGIÓN IGNORADA,,1116.0,4.0,1120.0,1120,2018,VEN,,,5.46
H,45 A 49,VENEZUELA,2019,1,ARICA Y PARINACOTA,1.0,75.0,1.0,76.0,77,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,2,TARAPACÁ,9.0,78.0,6.0,84.0,93,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,3,ANTOFAGASTA,30.0,186.0,,186.0,216,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,4,ATACAMA,4.0,59.0,1.0,60.0,64,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,5,COQUIMBO,22.0,183.0,,183.0,205,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,6,VALPARAÍSO,72.0,655.0,,655.0,727,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,7,METROPOLITANA DE SANTIAGO,1308.0,4403.0,19.0,4422.0,5730,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,38.0,318.0,,318.0,356,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,9,MAULE,53.0,303.0,1.0,304.0,357,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,10,ÑUBLE,7.0,88.0,1.0,89.0,96,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,11,BIOBÍO,28.0,345.0,2.0,347.0,375,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,12,LA ARAUCANÍA,21.0,108.0,1.0,109.0,130,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,13,LOS RÍOS,,39.0,,39.0,39,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,14,LOS LAGOS,14.0,207.0,,207.0,221,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,,13.0,,13.0,13,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,8.0,59.0,2.0,61.0,69,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2019,17,REGIÓN IGNORADA,,520.0,43.0,563.0,563,2019,VEN,,,5.876
H,45 A 49,VENEZUELA,2020,1,ARICA Y PARINACOTA,1.0,75.0,2.0,77.0,78,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,2,TARAPACÁ,9.0,100.0,8.0,108.0,117,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,3,ANTOFAGASTA,30.0,221.0,1.0,222.0,252,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,4,ATACAMA,3.0,82.0,3.0,85.0,88,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,5,COQUIMBO,24.0,212.0,3.0,215.0,239,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,6,VALPARAÍSO,85.0,727.0,8.0,735.0,820,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,7,METROPOLITANA DE SANTIAGO,1534.0,5459.0,36.0,5495.0,7029,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,43.0,362.0,1.0,363.0,406,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,9,MAULE,54.0,360.0,5.0,365.0,419,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,10,ÑUBLE,8.0,97.0,,97.0,105,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,11,BIOBÍO,34.0,396.0,5.0,401.0,435,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,12,LA ARAUCANÍA,21.0,125.0,,125.0,146,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,13,LOS RÍOS,2.0,34.0,1.0,35.0,37,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,14,LOS LAGOS,10.0,250.0,5.0,255.0,265,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,,14.0,,14.0,14,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,11.0,64.0,,64.0,75,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2020,17,REGIÓN IGNORADA,,140.0,172.0,312.0,312,2020,VEN,,,7.53
H,45 A 49,VENEZUELA,2021,1,ARICA Y PARINACOTA,2.0,78.0,2.0,80.0,82,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,2,TARAPACÁ,10.0,107.0,3.0,110.0,120,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,3,ANTOFAGASTA,26.0,236.0,3.0,239.0,265,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,4,ATACAMA,5.0,92.0,6.0,98.0,103,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,5,COQUIMBO,29.0,207.0,18.0,225.0,254,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,6,VALPARAÍSO,113.0,749.0,54.0,803.0,916,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,7,METROPOLITANA DE SANTIAGO,1763.0,5984.0,82.0,6066.0,7829,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,53.0,396.0,9.0,405.0,458,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,9,MAULE,54.0,373.0,24.0,397.0,451,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,10,ÑUBLE,14.0,101.0,2.0,103.0,117,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,11,BIOBÍO,40.0,401.0,12.0,413.0,453,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,12,LA ARAUCANÍA,22.0,133.0,7.0,140.0,162,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,13,LOS RÍOS,3.0,50.0,1.0,51.0,54,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,14,LOS LAGOS,8.0,284.0,19.0,303.0,311,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,,18.0,1.0,19.0,19,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,12.0,69.0,,69.0,81,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2021,17,REGIÓN IGNORADA,,130.0,1084.0,1214.0,1214,2021,VEN,,,7.037
H,45 A 49,VENEZUELA,2022,1,ARICA Y PARINACOTA,2.0,78.0,3.0,81.0,83,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,2,TARAPACÁ,11.0,132.0,2.0,134.0,145,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,3,ANTOFAGASTA,28.0,256.0,3.0,259.0,287,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,4,ATACAMA,7.0,88.0,7.0,95.0,102,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,5,COQUIMBO,37.0,223.0,22.0,245.0,282,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,6,VALPARAÍSO,136.0,834.0,67.0,901.0,1037,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,7,METROPOLITANA DE SANTIAGO,2148.0,6340.0,137.0,6477.0,8625,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,64.0,413.0,12.0,425.0,489,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,9,MAULE,64.0,409.0,31.0,440.0,504,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,10,ÑUBLE,19.0,140.0,3.0,143.0,162,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,11,BIOBÍO,50.0,465.0,18.0,483.0,533,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,12,LA ARAUCANÍA,20.0,140.0,8.0,148.0,168,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,13,LOS RÍOS,5.0,57.0,4.0,61.0,66,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,14,LOS LAGOS,15.0,293.0,23.0,316.0,331,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,21.0,2.0,23.0,24,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,14.0,78.0,1.0,79.0,93,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2022,17,REGIÓN IGNORADA,,206.0,4418.0,4624.0,4624,2022,VEN,,,5.707
H,45 A 49,VENEZUELA,2023,1,ARICA Y PARINACOTA,4.0,88.0,81.0,169.0,173,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,2,TARAPACÁ,20.0,153.0,92.0,245.0,265,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,3,ANTOFAGASTA,36.0,290.0,158.0,448.0,484,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,4,ATACAMA,9.0,88.0,84.0,172.0,181,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,5,COQUIMBO,42.0,303.0,206.0,509.0,551,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,6,VALPARAÍSO,150.0,943.0,461.0,1404.0,1554,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,7,METROPOLITANA DE SANTIAGO,2554.0,7150.0,2941.0,10091.0,12645,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,77.0,445.0,259.0,704.0,781,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,9,MAULE,70.0,441.0,246.0,687.0,757,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,10,ÑUBLE,23.0,164.0,32.0,196.0,219,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,11,BIOBÍO,57.0,513.0,276.0,789.0,846,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,12,LA ARAUCANÍA,27.0,170.0,43.0,213.0,240,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,13,LOS RÍOS,8.0,62.0,16.0,78.0,86,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,14,LOS LAGOS,15.0,341.0,193.0,534.0,549,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2.0,21.0,14.0,35.0,37,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,14.0,78.0,18.0,96.0,110,2023,VEN,,,5.485
H,45 A 49,VENEZUELA,2023,17,REGIÓN IGNORADA,,92.0,1160.0,1252.0,1252,2023,VEN,,,5.485
H,50 A 54,ALEMANIA,2018,1,ARICA Y PARINACOTA,1.0,,,,1,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,2,TARAPACÁ,1.0,,,,1,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,3,ANTOFAGASTA,8.0,,,,8,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,4,ATACAMA,2.0,,,,2,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,5,COQUIMBO,2.0,,,,2,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,6,VALPARAÍSO,21.0,,,,21,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,7,METROPOLITANA DE SANTIAGO,145.0,4.0,,4.0,149,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,3.0,,,,3,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,9,MAULE,7.0,,1.0,1.0,8,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,10,ÑUBLE,4.0,,,,4,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,11,BIOBÍO,7.0,1.0,,1.0,8,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,12,LA ARAUCANÍA,9.0,,,,9,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,13,LOS RÍOS,8.0,1.0,,1.0,9,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,14,LOS LAGOS,11.0,,,,11,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,3.0,,,,3,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,,,1.0,1.0,1,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2018,17,REGIÓN IGNORADA,,4.0,,4.0,4,2018,DEU,1.73216879766948,1.11644310902427,3.384
H,50 A 54,ALEMANIA,2019,3,ANTOFAGASTA,7.0,,,,7,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,4,ATACAMA,2.0,,,,2,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,5,COQUIMBO,2.0,,,,2,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,6,VALPARAÍSO,20.0,1.0,,1.0,21,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,7,METROPOLITANA DE SANTIAGO,140.0,5.0,,5.0,145,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,3.0,,,,3,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,9,MAULE,9.0,,1.0,1.0,10,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,10,ÑUBLE,6.0,,,,6,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,11,BIOBÍO,8.0,1.0,,1.0,9,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,12,LA ARAUCANÍA,8.0,1.0,,1.0,9,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,13,LOS RÍOS,5.0,1.0,,1.0,6,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,14,LOS LAGOS,5.0,,,,5,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,3.0,,,,3,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,1.0,,1.0,1.0,2,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2019,17,REGIÓN IGNORADA,,2.0,,2.0,2,2019,DEU,1.44565976888253,0.987893350164853,3.163
H,50 A 54,ALEMANIA,2020,3,ANTOFAGASTA,7.0,,,,7,2020,DEU,0.144877925813963,-4.09513751682526,3.881
H,50 A 54,ALEMANIA,2020,4,ATACAMA,2.0,,,,2,2020,DEU,0.144877925813963,-4.09513751682526,3.881
H,50 A 54,ALEMANIA,2020,5,COQUIMBO,2.0,1.0,1.0,2.0,4,2020,DEU,0.144877925813963,-4.09513751682526,3.881
H,50 A 54,ALEMANIA,2020,6,VALPARAÍSO,22.0,1.0,1.0,2.0,24,2020,DEU,0.144877925813963,-4.09513751682526,3.881
H,50 A 54,ALEMANIA,2020,7,METROPOLITANA DE SANTIAGO,141.0,4.0,,4.0,145,2020,DEU,0.144877925813963,-4.09513751682526,3.881
H,50 A 54,ALEMANIA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,1.0,,,,1,2020,DEU,0.144877925813963,-4.09513751682526,3.881
H,50 A 54,ALEMANIA,2020,9,MAULE,9.0,,1.0,1.0,10,2020,DEU,0.144877925813963,-4.09513751682526,3.881
