CODREGEO,REGION,ANIO,estimation,rate,rate_lag1,pct_women_lag1,mean_age_lag1,pct_irregular_lag1,pct_venezuela_lag1,pct_peru_lag1,pct_colombia_lag1,pct_haiti_lag1,pct_bolivia_lag1
9,MAULE,2022,44892,0.028099966073728923,0.02783306053718481,0.4383832208610595,33.48225749559083,0.054974252862752475,0.3803052035081944,0.0240071480636742,0.0656728350067013,0.3288344423804933,0.018011239389592985
9,MAULE,2023,52954,0.02930687151332684,0.028099966073728923,0.44036799429742496,33.092251826768845,0.09732246279960795,0.3966185511895215,0.024659182036888532,0.06669339748730287,0.31047848168938785,0.021340105141227837
10,ÑUBLE,2021,11830,0.007742131396338881,0.0074935927385270185,0.44211190197315076,33.35354536444725,0.023605730245968105,0.3529146769979277,0.03639967564645463,0.06622218217857465,0.2782232633570592,0.01675826651049644
10,ÑUBLE,2022,12849,0.008042779650747192,0.007742131396338881,0.44911242603550294,33.854945054945055,0.0327134404057481,0.3830938292476754,0.042265426880811495,0.06458157227387996,0.25198647506339816,0.016483516483516484
10,ÑUBLE,2023,14314,0.007921942796422563,0.008042779650747192,0.4512413417386567,33.61021170610212,0.058214647054245464,0.4142734843178457,0.043738812358938436,0.0670869328352401,0.22748852050743248,0.018678496381041326
11,BIOBÍO,2021,37575,0.02459092030578474,0.02460820507557733,0.47297519754170325,32.55451901443231,0.044282265144863914,0.5006584723441615,0.0408801580333626,0.07599868305531168,0.09668568920105355,0.01056299385425812
11,BIOBÍO,2022,40344,0.025253163843859033,0.02459092030578474,0.47608782435129743,33.056902563010674,0.059347970725216234,0.5014770459081836,0.04154357950765136,0.0782168995342648,0.092375249500998,0.010778443113772455
11,BIOBÍO,2023,50463,0.02792825201452227,0.025253163843859033,0.4729327781082689,32.49623221456547,0.10653380924053144,0.5137814792782074,0.042112829664882015,0.08028455284552846,0.08318461233392822,0.010980567122744398
12,LA ARAUCANÍA,2021,22064,0.014439762225597725,0.014642854249317414,0.4598856510512726,34.32228165636816,0.028218369605311693,0.24575802286978973,0.03112320177056437,0.06533566949465142,0.18148284765769088,0.01115824419033567
12,LA ARAUCANÍA,2022,22857,0.014307246826766951,0.014439762225597725,0.46528281363306745,34.935409301060645,0.04396301667875272,0.2555746918056563,0.03154459753444525,0.06626178390137781,0.1696881798404641,0.012101160261058739
12,LA ARAUCANÍA,2023,25227,0.013961635526432304,0.014307246826766951,0.4650654066587916,34.98556051457075,0.06536290851817823,0.2739642122763267,0.03263770398564991,0.07030668941680886,0.15535722098263113,0.012862580391127445
13,LOS RÍOS,2021,8404,0.0054999892015918815,0.005578165889333294,0.45715323166303556,34.02348099733721,0.03328491890583394,0.2638586298717018,0.02420721374969741,0.08472524812394093,0.1784071653352699,0.014524328249818447
13,LOS RÍOS,2022,8756,0.005480782833056456,0.0054999892015918815,0.4565683008091385,34.78605425987625,0.03998096144693003,0.26653974297953353,0.026653974297953357,0.08781532603522132,0.16753926701570682,0.015111851499286054
13,LOS RÍOS,2023,9379,0.005190715487470114,0.005480782833056456,0.4582000913659205,35.047967108268615,0.06155778894472362,0.2997944266788488,0.02683873915029694,0.09090909090909091,0.14858382823206945,0.016217450890817726
14,LOS LAGOS,2021,29330,0.019194988491514742,0.018977376763178434,0.4581613775437598,33.77351643660168,0.042265547175181446,0.39664864095631136,0.02565106019638537,0.08759072150277501,0.1510957734452825,0.008396186139177458
14,LOS LAGOS,2022,31115,0.01947630857132842,0.019194988491514742,0.46474599386293897,34.18960109103307,0.06948516876917832,0.4089328332765087,0.025127855438117967,0.09011251278554382,0.14217524718718036,0.01039890896692806
14,LOS LAGOS,2023,37720,0.020875763747454174,0.01947630857132842,0.46385987465852485,33.67838663024265,0.1040334243933794,0.42153302265788206,0.025871766029246346,0.09185280411377149,0.13151213241201992,0.011569982323638118
15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2021,4063,0.0026590261930114012,0.0027046880359076707,0.5049925112331503,35.36994508237643,0.037693459810284574,0.20219670494258613,0.031702446330504244,0.17523714428357465,0.0946080878681977,0.007239141288067898
15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2022,4159,0.0026033092511057337,0.0026590261930114012,0.5089835097218803,36.145212896874234,0.04577898104848634,0.2020674378538026,0.03199606202313562,0.18065468865370415,0.08786610878661087,0.007383706620723603
15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2023,4555,0.002520920038962189,0.0026033092511057337,0.5092570329406108,36.56167347920173,0.05890839144025006,0.20389516710747776,0.0331810531377735,0.19620100985813899,0.07646068766530416,0.007453714835296946
16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,2021,10471,0.006852735236776367,0.0068960767845134665,0.5171333463873116,33.80761699627961,0.021636968866261992,0.26365772469159976,0.02476992363422753,0.25543371842569024,0.019678872136283533,0.011748580379870765
16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,2022,11197,0.007008716923450565,0.006852735236776367,0.5155190526215261,34.391175627924746,0.025116989781300735,0.25661350396332727,0.025498997230445995,0.2643491548085188,0.019100372457262916,0.012510743959507211
16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,2023,12216,0.006760825290002656,0.007008716923450565,0.5141555773868001,34.29909797267125,0.0416182906135572,0.26212378315620255,0.023220505492542644,0.2811467357327856,0.017147450209877645,0.013039206930427793
