SEXO,EDAD,EDAD_NUMERICA,PAIS,PAIS_CODIGO,PAIS_ISO,ANIO,CODREGEO,REGION,CENSO_AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
1,40 A 44,42,BRASIL,3,BR,2022,6,VALPARAÍSO,87.0,12.0,1.0,13.0,100
1,40 A 44,42,BRASIL,3,BR,2022,7,METROPOLITANA DE SANTIAGO,902.0,166.0,20.0,186.0,1088
1,40 A 44,42,BRASIL,3,BR,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,30.0,10.0,0.0,10.0,40
1,40 A 44,42,BRASIL,3,BR,2022,9,MAULE,23.0,14.0,0.0,14.0,37
1,40 A 44,42,BRASIL,3,BR,2022,10,ÑUBLE,6.0,5.0,0.0,5.0,11
1,40 A 44,42,BRASIL,3,BR,2022,11,BIOBÍO,32.0,13.0,1.0,14.0,46
1,40 A 44,42,BRASIL,3,BR,2022,12,LA ARAUCANÍA,17.0,8.0,1.0,9.0,26
1,40 A 44,42,BRASIL,3,BR,2022,13,LOS RÍOS,10.0,3.0,0.0,3.0,13
1,40 A 44,42,BRASIL,3,BR,2022,14,LOS LAGOS,8.0,6.0,2.0,8.0,16
1,40 A 44,42,BRASIL,3,BR,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2.0,3.0,0.0,3.0,5
1,40 A 44,42,BRASIL,3,BR,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,3.0,2.0,0.0,2.0,5
1,40 A 44,42,BRASIL,3,BR,2022,17,REGIÓN IGNORADA,0.0,15.0,15.0,30.0,30
1,40 A 44,42,BRASIL,3,BR,2023,1,ARICA Y PARINACOTA,8.0,1.0,0.0,1.0,9
1,40 A 44,42,BRASIL,3,BR,2023,2,TARAPACÁ,16.0,7.0,0.0,7.0,23
1,40 A 44,42,BRASIL,3,BR,2023,3,ANTOFAGASTA,32.0,7.0,0.0,7.0,39
1,40 A 44,42,BRASIL,3,BR,2023,4,ATACAMA,4.0,21.0,0.0,21.0,25
1,40 A 44,42,BRASIL,3,BR,2023,5,COQUIMBO,27.0,10.0,0.0,10.0,37
1,40 A 44,42,BRASIL,3,BR,2023,6,VALPARAÍSO,83.0,9.0,1.0,10.0,93
1,40 A 44,42,BRASIL,3,BR,2023,7,METROPOLITANA DE SANTIAGO,874.0,160.0,20.0,180.0,1054
1,40 A 44,42,BRASIL,3,BR,2023,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,25.0,7.0,0.0,7.0,32
1,40 A 44,42,BRASIL,3,BR,2023,9,MAULE,23.0,15.0,0.0,15.0,38
1,40 A 44,42,BRASIL,3,BR,2023,10,ÑUBLE,7.0,4.0,0.0,4.0,11
1,40 A 44,42,BRASIL,3,BR,2023,11,BIOBÍO,35.0,15.0,2.0,17.0,52
1,40 A 44,42,BRASIL,3,BR,2023,12,LA ARAUCANÍA,19.0,5.0,2.0,7.0,26
1,40 A 44,42,BRASIL,3,BR,2023,13,LOS RÍOS,11.0,3.0,0.0,3.0,14
1,40 A 44,42,BRASIL,3,BR,2023,14,LOS LAGOS,10.0,10.0,2.0,12.0,22
1,40 A 44,42,BRASIL,3,BR,2023,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2.0,3.0,0.0,3.0,5
1,40 A 44,42,BRASIL,3,BR,2023,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,5.0,1.0,0.0,1.0,6
1,40 A 44,42,BRASIL,3,BR,2023,17,REGIÓN IGNORADA,0.0,36.0,29.0,65.0,65
1,40 A 44,42,CHINA,16,CN,2018,1,ARICA Y PARINACOTA,0.0,2.0,0.0,2.0,2
1,40 A 44,42,CHINA,16,CN,2018,2,TARAPACÁ,71.0,5.0,0.0,5.0,76
1,40 A 44,42,CHINA,16,CN,2018,3,ANTOFAGASTA,12.0,2.0,0.0,2.0,14
1,40 A 44,42,CHINA,16,CN,2018,4,ATACAMA,12.0,2.0,0.0,2.0,14
1,40 A 44,42,CHINA,16,CN,2018,5,COQUIMBO,27.0,5.0,2.0,7.0,34
1,40 A 44,42,CHINA,16,CN,2018,6,VALPARAÍSO,37.0,22.0,0.0,22.0,59
1,40 A 44,42,CHINA,16,CN,2018,7,METROPOLITANA DE SANTIAGO,422.0,114.0,7.0,121.0,543
1,40 A 44,42,CHINA,16,CN,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,9.0,9.0,0.0,9.0,18
1,40 A 44,42,CHINA,16,CN,2018,9,MAULE,17.0,12.0,0.0,12.0,29
1,40 A 44,42,CHINA,16,CN,2018,10,ÑUBLE,6.0,3.0,0.0,3.0,9
1,40 A 44,42,CHINA,16,CN,2018,11,BIOBÍO,13.0,6.0,1.0,7.0,20
1,40 A 44,42,CHINA,16,CN,2018,12,LA ARAUCANÍA,13.0,3.0,0.0,3.0,16
1,40 A 44,42,CHINA,16,CN,2018,13,LOS RÍOS,2.0,3.0,0.0,3.0,5
1,40 A 44,42,CHINA,16,CN,2018,14,LOS LAGOS,7.0,5.0,1.0,6.0,13
1,40 A 44,42,CHINA,16,CN,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,0.0,2.0,0.0,2.0,2
1,40 A 44,42,CHINA,16,CN,2018,17,REGIÓN IGNORADA,0.0,26.0,2.0,28.0,28
1,40 A 44,42,CHINA,16,CN,2019,1,ARICA Y PARINACOTA,1.0,2.0,0.0,2.0,3
1,40 A 44,42,CHINA,16,CN,2019,2,TARAPACÁ,76.0,5.0,0.0,5.0,81
1,40 A 44,42,CHINA,16,CN,2019,3,ANTOFAGASTA,12.0,3.0,1.0,4.0,16
1,40 A 44,42,CHINA,16,CN,2019,4,ATACAMA,12.0,1.0,0.0,1.0,13
1,40 A 44,42,CHINA,16,CN,2019,5,COQUIMBO,28.0,6.0,2.0,8.0,36
1,40 A 44,42,CHINA,16,CN,2019,6,VALPARAÍSO,36.0,25.0,0.0,25.0,61
1,40 A 44,42,CHINA,16,CN,2019,7,METROPOLITANA DE SANTIAGO,416.0,125.0,3.0,128.0,544
1,40 A 44,42,CHINA,16,CN,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,13.0,14.0,0.0,14.0,27
1,40 A 44,42,CHINA,16,CN,2019,9,MAULE,15.0,13.0,0.0,13.0,28
1,40 A 44,42,CHINA,16,CN,2019,10,ÑUBLE,6.0,3.0,0.0,3.0,9
1,40 A 44,42,CHINA,16,CN,2019,11,BIOBÍO,13.0,8.0,3.0,11.0,24
1,40 A 44,42,CHINA,16,CN,2019,12,LA ARAUCANÍA,13.0,6.0,0.0,6.0,19
1,40 A 44,42,CHINA,16,CN,2019,13,LOS RÍOS,1.0,0.0,0.0,0.0,1
1,40 A 44,42,CHINA,16,CN,2019,14,LOS LAGOS,8.0,5.0,1.0,6.0,14
1,40 A 44,42,CHINA,16,CN,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,0.0,1.0,0.0,1.0,1
1,40 A 44,42,CHINA,16,CN,2019,17,REGIÓN IGNORADA,0.0,18.0,1.0,19.0,19
1,40 A 44,42,CHINA,16,CN,2020,1,ARICA Y PARINACOTA,1.0,3.0,0.0,3.0,4
1,40 A 44,42,CHINA,16,CN,2020,2,TARAPACÁ,74.0,6.0,0.0,6.0,80
1,40 A 44,42,CHINA,16,CN,2020,3,ANTOFAGASTA,15.0,2.0,1.0,3.0,18
1,40 A 44,42,CHINA,16,CN,2020,4,ATACAMA,10.0,3.0,0.0,3.0,13
1,40 A 44,42,CHINA,16,CN,2020,5,COQUIMBO,29.0,7.0,2.0,9.0,38
1,40 A 44,42,CHINA,16,CN,2020,6,VALPARAÍSO,34.0,36.0,1.0,37.0,71
1,40 A 44,42,CHINA,16,CN,2020,7,METROPOLITANA DE SANTIAGO,428.0,137.0,9.0,146.0,574
1,40 A 44,42,CHINA,16,CN,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,14.0,16.0,0.0,16.0,30
1,40 A 44,42,CHINA,16,CN,2020,9,MAULE,14.0,14.0,1.0,15.0,29
1,40 A 44,42,CHINA,16,CN,2020,10,ÑUBLE,6.0,3.0,0.0,3.0,9
1,40 A 44,42,CHINA,16,CN,2020,11,BIOBÍO,18.0,3.0,2.0,5.0,23
1,40 A 44,42,CHINA,16,CN,2020,12,LA ARAUCANÍA,12.0,9.0,0.0,9.0,21
1,40 A 44,42,CHINA,16,CN,2020,13,LOS RÍOS,1.0,1.0,0.0,1.0,2
1,40 A 44,42,CHINA,16,CN,2020,14,LOS LAGOS,7.0,8.0,1.0,9.0,16
1,40 A 44,42,CHINA,16,CN,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,0.0,1.0,0.0,1.0,1
1,40 A 44,42,CHINA,16,CN,2020,17,REGIÓN IGNORADA,0.0,6.0,0.0,6.0,6
1,40 A 44,42,CHINA,16,CN,2021,1,ARICA Y PARINACOTA,1.0,1.0,0.0,1.0,2
1,40 A 44,42,CHINA,16,CN,2021,2,TARAPACÁ,70.0,8.0,1.0,9.0,79
1,40 A 44,42,CHINA,16,CN,2021,3,ANTOFAGASTA,16.0,3.0,1.0,4.0,20
1,40 A 44,42,CHINA,16,CN,2021,4,ATACAMA,13.0,2.0,0.0,2.0,15
1,40 A 44,42,CHINA,16,CN,2021,5,COQUIMBO,25.0,9.0,0.0,9.0,34
1,40 A 44,42,CHINA,16,CN,2021,6,VALPARAÍSO,34.0,22.0,1.0,23.0,57
1,40 A 44,42,CHINA,16,CN,2021,7,METROPOLITANA DE SANTIAGO,423.0,160.0,7.0,167.0,590
1,40 A 44,42,CHINA,16,CN,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,12.0,13.0,0.0,13.0,25
1,40 A 44,42,CHINA,16,CN,2021,9,MAULE,13.0,16.0,0.0,16.0,29
1,40 A 44,42,CHINA,16,CN,2021,10,ÑUBLE,5.0,2.0,0.0,2.0,7
1,40 A 44,42,CHINA,16,CN,2021,11,BIOBÍO,12.0,6.0,3.0,9.0,21
1,40 A 44,42,CHINA,16,CN,2021,12,LA ARAUCANÍA,12.0,11.0,0.0,11.0,23
1,40 A 44,42,CHINA,16,CN,2021,13,LOS RÍOS,0.0,3.0,0.0,3.0,3
1,40 A 44,42,CHINA,16,CN,2021,14,LOS LAGOS,8.0,9.0,0.0,9.0,17
1,40 A 44,42,CHINA,16,CN,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,0.0,1.0,0.0,1.0,1
1,40 A 44,42,CHINA,16,CN,2021,17,REGIÓN IGNORADA,0.0,28.0,1.0,29.0,29
1,40 A 44,42,CHINA,16,CN,2022,1,ARICA Y PARINACOTA,1.0,1.0,0.0,1.0,2
1,40 A 44,42,CHINA,16,CN,2022,2,TARAPACÁ,71.0,6.0,1.0,7.0,78
1,40 A 44,42,CHINA,16,CN,2022,3,ANTOFAGASTA,21.0,5.0,0.0,5.0,26
1,40 A 44,42,CHINA,16,CN,2022,4,ATACAMA,14.0,7.0,0.0,7.0,21
1,40 A 44,42,CHINA,16,CN,2022,5,COQUIMBO,23.0,12.0,0.0,12.0,35
1,40 A 44,42,CHINA,16,CN,2022,6,VALPARAÍSO,33.0,29.0,0.0,29.0,62
1,40 A 44,42,CHINA,16,CN,2022,7,METROPOLITANA DE SANTIAGO,439.0,162.0,9.0,171.0,610
1,40 A 44,42,CHINA,16,CN,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,21.0,14.0,1.0,15.0,36
1,40 A 44,42,CHINA,16,CN,2022,9,MAULE,16.0,13.0,0.0,13.0,29
1,40 A 44,42,CHINA,16,CN,2022,10,ÑUBLE,5.0,2.0,1.0,3.0,8
1,40 A 44,42,CHINA,16,CN,2022,11,BIOBÍO,14.0,6.0,0.0,6.0,20
1,40 A 44,42,CHINA,16,CN,2022,12,LA ARAUCANÍA,13.0,10.0,0.0,10.0,23
1,40 A 44,42,CHINA,16,CN,2022,13,LOS RÍOS,0.0,2.0,0.0,2.0,2
1,40 A 44,42,CHINA,16,CN,2022,14,LOS LAGOS,7.0,10.0,1.0,11.0,18
1,40 A 44,42,CHINA,16,CN,2022,17,REGIÓN IGNORADA,0.0,36.0,26.0,62.0,62
1,40 A 44,42,CHINA,16,CN,2023,1,ARICA Y PARINACOTA,1.0,1.0,0.0,1.0,2
1,40 A 44,42,CHINA,16,CN,2023,2,TARAPACÁ,81.0,11.0,1.0,12.0,93
1,40 A 44,42,CHINA,16,CN,2023,3,ANTOFAGASTA,24.0,8.0,1.0,9.0,33
1,40 A 44,42,CHINA,16,CN,2023,4,ATACAMA,13.0,8.0,1.0,9.0,22
1,40 A 44,42,CHINA,16,CN,2023,5,COQUIMBO,21.0,10.0,0.0,10.0,31
1,40 A 44,42,CHINA,16,CN,2023,6,VALPARAÍSO,38.0,28.0,2.0,30.0,68
1,40 A 44,42,CHINA,16,CN,2023,7,METROPOLITANA DE SANTIAGO,467.0,174.0,17.0,191.0,658
1,40 A 44,42,CHINA,16,CN,2023,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,21.0,17.0,3.0,20.0,41
1,40 A 44,42,CHINA,16,CN,2023,9,MAULE,16.0,11.0,0.0,11.0,27
1,40 A 44,42,CHINA,16,CN,2023,10,ÑUBLE,7.0,1.0,1.0,2.0,9
1,40 A 44,42,CHINA,16,CN,2023,11,BIOBÍO,19.0,8.0,1.0,9.0,28
1,40 A 44,42,CHINA,16,CN,2023,12,LA ARAUCANÍA,12.0,13.0,7.0,20.0,32
1,40 A 44,42,CHINA,16,CN,2023,13,LOS RÍOS,0.0,0.0,1.0,1.0,1
1,40 A 44,42,CHINA,16,CN,2023,14,LOS LAGOS,5.0,10.0,1.0,11.0,16
1,40 A 44,42,CHINA,16,CN,2023,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,0.0,1.0,0.0,1.0,1
1,40 A 44,42,CHINA,16,CN,2023,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,0.0,0.0,1.0,1.0,1
1,40 A 44,42,CHINA,16,CN,2023,17,REGIÓN IGNORADA,0.0,102.0,34.0,136.0,136
1,40 A 44,42,COLOMBIA,4,CO,2018,1,ARICA Y PARINACOTA,42.0,8.0,0.0,8.0,50
1,40 A 44,42,COLOMBIA,4,CO,2018,2,TARAPACÁ,169.0,35.0,0.0,35.0,204
1,40 A 44,42,COLOMBIA,4,CO,2018,3,ANTOFAGASTA,884.0,185.0,5.0,190.0,1074
1,40 A 44,42,COLOMBIA,4,CO,2018,4,ATACAMA,82.0,23.0,0.0,23.0,105
1,40 A 44,42,COLOMBIA,4,CO,2018,5,COQUIMBO,121.0,57.0,0.0,57.0,178
1,40 A 44,42,COLOMBIA,4,CO,2018,6,VALPARAÍSO,185.0,71.0,2.0,73.0,258
1,40 A 44,42,COLOMBIA,4,CO,2018,7,METROPOLITANA DE SANTIAGO,2763.0,603.0,15.0,618.0,3381
1,40 A 44,42,COLOMBIA,4,CO,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,92.0,29.0,0.0,29.0,121
1,40 A 44,42,COLOMBIA,4,CO,2018,9,MAULE,76.0,40.0,0.0,40.0,116
1,40 A 44,42,COLOMBIA,4,CO,2018,10,ÑUBLE,24.0,5.0,0.0,5.0,29
1,40 A 44,42,COLOMBIA,4,CO,2018,11,BIOBÍO,67.0,13.0,0.0,13.0,80
1,40 A 44,42,COLOMBIA,4,CO,2018,12,LA ARAUCANÍA,24.0,8.0,0.0,8.0,32
1,40 A 44,42,COLOMBIA,4,CO,2018,13,LOS RÍOS,13.0,4.0,0.0,4.0,17
1,40 A 44,42,COLOMBIA,4,CO,2018,14,LOS LAGOS,61.0,13.0,0.0,13.0,74
1,40 A 44,42,COLOMBIA,4,CO,2018,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,12.0,10.0,0.0,10.0,22
1,40 A 44,42,COLOMBIA,4,CO,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,49.0,30.0,1.0,31.0,80
1,40 A 44,42,COLOMBIA,4,CO,2018,17,REGIÓN IGNORADA,0.0,204.0,36.0,240.0,240
1,40 A 44,42,COLOMBIA,4,CO,2019,1,ARICA Y PARINACOTA,47.0,15.0,0.0,15.0,62
1,40 A 44,42,COLOMBIA,4,CO,2019,2,TARAPACÁ,172.0,42.0,2.0,44.0,216
1,40 A 44,42,COLOMBIA,4,CO,2019,3,ANTOFAGASTA,947.0,266.0,5.0,271.0,1218
1,40 A 44,42,COLOMBIA,4,CO,2019,4,ATACAMA,90.0,43.0,1.0,44.0,134
1,40 A 44,42,COLOMBIA,4,CO,2019,5,COQUIMBO,131.0,64.0,3.0,67.0,198
1,40 A 44,42,COLOMBIA,4,CO,2019,6,VALPARAÍSO,212.0,98.0,1.0,99.0,311
1,40 A 44,42,COLOMBIA,4,CO,2019,7,METROPOLITANA DE SANTIAGO,3008.0,808.0,18.0,826.0,3834
1,40 A 44,42,COLOMBIA,4,CO,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,97.0,51.0,0.0,51.0,148
1,40 A 44,42,COLOMBIA,4,CO,2019,9,MAULE,90.0,49.0,0.0,49.0,139
1,40 A 44,42,COLOMBIA,4,CO,2019,10,ÑUBLE,24.0,7.0,0.0,7.0,31
1,40 A 44,42,COLOMBIA,4,CO,2019,11,BIOBÍO,78.0,27.0,1.0,28.0,106
1,40 A 44,42,COLOMBIA,4,CO,2019,12,LA ARAUCANÍA,24.0,16.0,0.0,16.0,40
1,40 A 44,42,COLOMBIA,4,CO,2019,13,LOS RÍOS,19.0,4.0,0.0,4.0,23
1,40 A 44,42,COLOMBIA,4,CO,2019,14,LOS LAGOS,67.0,33.0,0.0,33.0,100
1,40 A 44,42,COLOMBIA,4,CO,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,14.0,13.0,0.0,13.0,27
1,40 A 44,42,COLOMBIA,4,CO,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,50.0,47.0,2.0,49.0,99
1,40 A 44,42,COLOMBIA,4,CO,2019,17,REGIÓN IGNORADA,0.0,205.0,97.0,302.0,302
1,40 A 44,42,COLOMBIA,4,CO,2020,1,ARICA Y PARINACOTA,48.0,13.0,1.0,14.0,62
1,40 A 44,42,COLOMBIA,4,CO,2020,2,TARAPACÁ,182.0,45.0,4.0,49.0,231
1,40 A 44,42,COLOMBIA,4,CO,2020,3,ANTOFAGASTA,1014.0,284.0,4.0,288.0,1302
1,40 A 44,42,COLOMBIA,4,CO,2020,4,ATACAMA,100.0,49.0,4.0,53.0,153
1,40 A 44,42,COLOMBIA,4,CO,2020,5,COQUIMBO,179.0,77.0,4.0,81.0,260
1,40 A 44,42,COLOMBIA,4,CO,2020,6,VALPARAÍSO,227.0,116.0,1.0,117.0,344
1,40 A 44,42,COLOMBIA,4,CO,2020,7,METROPOLITANA DE SANTIAGO,3411.0,974.0,31.0,1005.0,4416
1,40 A 44,42,COLOMBIA,4,CO,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,105.0,63.0,0.0,63.0,168
1,40 A 44,42,COLOMBIA,4,CO,2020,9,MAULE,111.0,46.0,0.0,46.0,157
1,40 A 44,42,COLOMBIA,4,CO,2020,10,ÑUBLE,26.0,8.0,0.0,8.0,34
1,40 A 44,42,COLOMBIA,4,CO,2020,11,BIOBÍO,77.0,45.0,2.0,47.0,124
1,40 A 44,42,COLOMBIA,4,CO,2020,12,LA ARAUCANÍA,31.0,20.0,0.0,20.0,51
1,40 A 44,42,COLOMBIA,4,CO,2020,13,LOS RÍOS,22.0,8.0,0.0,8.0,30
1,40 A 44,42,COLOMBIA,4,CO,2020,14,LOS LAGOS,78.0,39.0,1.0,40.0,118
1,40 A 44,42,COLOMBIA,4,CO,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,15.0,16.0,0.0,16.0,31
1,40 A 44,42,COLOMBIA,4,CO,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,53.0,52.0,1.0,53.0,106
1,40 A 44,42,COLOMBIA,4,CO,2020,17,REGIÓN IGNORADA,0.0,80.0,127.0,207.0,207
1,40 A 44,42,COLOMBIA,4,CO,2021,1,ARICA Y PARINACOTA,57.0,21.0,0.0,21.0,78
1,40 A 44,42,COLOMBIA,4,CO,2021,2,TARAPACÁ,214.0,60.0,5.0,65.0,279
1,40 A 44,42,COLOMBIA,4,CO,2021,3,ANTOFAGASTA,1075.0,336.0,6.0,342.0,1417
1,40 A 44,42,COLOMBIA,4,CO,2021,4,ATACAMA,107.0,64.0,3.0,67.0,174
1,40 A 44,42,COLOMBIA,4,CO,2021,5,COQUIMBO,215.0,97.0,4.0,101.0,316
1,40 A 44,42,COLOMBIA,4,CO,2021,6,VALPARAÍSO,247.0,129.0,5.0,134.0,381
1,40 A 44,42,COLOMBIA,4,CO,2021,7,METROPOLITANA DE SANTIAGO,3731.0,1154.0,29.0,1183.0,4914
1,40 A 44,42,COLOMBIA,4,CO,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,107.0,78.0,1.0,79.0,186
1,40 A 44,42,COLOMBIA,4,CO,2021,9,MAULE,103.0,57.0,2.0,59.0,162
1,40 A 44,42,COLOMBIA,4,CO,2021,10,ÑUBLE,29.0,7.0,0.0,7.0,36
1,40 A 44,42,COLOMBIA,4,CO,2021,11,BIOBÍO,76.0,47.0,5.0,52.0,128
1,40 A 44,42,COLOMBIA,4,CO,2021,12,LA ARAUCANÍA,37.0,21.0,0.0,21.0,58
1,40 A 44,42,COLOMBIA,4,CO,2021,13,LOS RÍOS,22.0,9.0,0.0,9.0,31
1,40 A 44,42,COLOMBIA,4,CO,2021,14,LOS LAGOS,76.0,47.0,3.0,50.0,126
1,40 A 44,42,COLOMBIA,4,CO,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,17.0,14.0,0.0,14.0,31
1,40 A 44,42,COLOMBIA,4,CO,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,54.0,59.0,1.0,60.0,114
1,40 A 44,42,COLOMBIA,4,CO,2021,17,REGIÓN IGNORADA,0.0,325.0,199.0,524.0,524
1,40 A 44,42,COLOMBIA,4,CO,2022,1,ARICA Y PARINACOTA,60.0,21.0,0.0,21.0,81
1,40 A 44,42,COLOMBIA,4,CO,2022,2,TARAPACÁ,214.0,74.0,3.0,77.0,291
1,40 A 44,42,COLOMBIA,4,CO,2022,3,ANTOFAGASTA,1143.0,461.0,9.0,470.0,1613
1,40 A 44,42,COLOMBIA,4,CO,2022,4,ATACAMA,104.0,77.0,5.0,82.0,186
1,40 A 44,42,COLOMBIA,4,CO,2022,5,COQUIMBO,243.0,111.0,5.0,116.0,359
1,40 A 44,42,COLOMBIA,4,CO,2022,6,VALPARAÍSO,265.0,158.0,6.0,164.0,429
1,40 A 44,42,COLOMBIA,4,CO,2022,7,METROPOLITANA DE SANTIAGO,4056.0,1463.0,38.0,1501.0,5557
1,40 A 44,42,COLOMBIA,4,CO,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,118.0,77.0,1.0,78.0,196
1,40 A 44,42,COLOMBIA,4,CO,2022,9,MAULE,113.0,60.0,3.0,63.0,176
1,40 A 44,42,COLOMBIA,4,CO,2022,10,ÑUBLE,29.0,20.0,0.0,20.0,49
1,40 A 44,42,COLOMBIA,4,CO,2022,11,BIOBÍO,84.0,49.0,6.0,55.0,139
1,40 A 44,42,COLOMBIA,4,CO,2022,12,LA ARAUCANÍA,44.0,26.0,1.0,27.0,71
1,40 A 44,42,COLOMBIA,4,CO,2022,13,LOS RÍOS,21.0,12.0,0.0,12.0,33
1,40 A 44,42,COLOMBIA,4,CO,2022,14,LOS LAGOS,73.0,53.0,3.0,56.0,129
1,40 A 44,42,COLOMBIA,4,CO,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,19.0,20.0,0.0,20.0,39
1,40 A 44,42,COLOMBIA,4,CO,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,54.0,81.0,1.0,82.0,136
1,40 A 44,42,COLOMBIA,4,CO,2022,17,REGIÓN IGNORADA,0.0,171.0,543.0,714.0,714
1,40 A 44,42,COLOMBIA,4,CO,2023,1,ARICA Y PARINACOTA,59.0,32.0,7.0,39.0,98
1,40 A 44,42,COLOMBIA,4,CO,2023,2,TARAPACÁ,234.0,82.0,10.0,92.0,326
1,40 A 44,42,COLOMBIA,4,CO,2023,3,ANTOFAGASTA,1231.0,545.0,56.0,601.0,1832
1,40 A 44,42,COLOMBIA,4,CO,2023,4,ATACAMA,114.0,93.0,12.0,105.0,219
1,40 A 44,42,COLOMBIA,4,CO,2023,5,COQUIMBO,264.0,116.0,26.0,142.0,406
1,40 A 44,42,COLOMBIA,4,CO,2023,6,VALPARAÍSO,276.0,165.0,34.0,199.0,475
1,40 A 44,42,COLOMBIA,4,CO,2023,7,METROPOLITANA DE SANTIAGO,4417.0,1585.0,255.0,1840.0,6257
1,40 A 44,42,COLOMBIA,4,CO,2023,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,134.0,77.0,21.0,98.0,232
1,40 A 44,42,COLOMBIA,4,CO,2023,9,MAULE,122.0,68.0,24.0,92.0,214
1,40 A 44,42,COLOMBIA,4,CO,2023,10,ÑUBLE,27.0,25.0,6.0,31.0,58
1,40 A 44,42,COLOMBIA,4,CO,2023,11,BIOBÍO,93.0,56.0,22.0,78.0,171
1,40 A 44,42,COLOMBIA,4,CO,2023,12,LA ARAUCANÍA,55.0,23.0,6.0,29.0,84
1,40 A 44,42,COLOMBIA,4,CO,2023,13,LOS RÍOS,21.0,12.0,4.0,16.0,37
1,40 A 44,42,COLOMBIA,4,CO,2023,14,LOS LAGOS,71.0,61.0,15.0,76.0,147
1,40 A 44,42,COLOMBIA,4,CO,2023,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,21.0,18.0,3.0,21.0,42
1,40 A 44,42,COLOMBIA,4,CO,2023,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,67.0,86.0,4.0,90.0,157
1,40 A 44,42,COLOMBIA,4,CO,2023,17,REGIÓN IGNORADA,0.0,128.0,361.0,489.0,489
1,40 A 44,42,CUBA,13,CU,2018,1,ARICA Y PARINACOTA,3.0,48.0,0.0,48.0,51
1,40 A 44,42,CUBA,13,CU,2018,2,TARAPACÁ,16.0,116.0,0.0,116.0,132
1,40 A 44,42,CUBA,13,CU,2018,3,ANTOFAGASTA,4.0,14.0,0.0,14.0,18
1,40 A 44,42,CUBA,13,CU,2018,4,ATACAMA,3.0,18.0,1.0,19.0,22
1,40 A 44,42,CUBA,13,CU,2018,5,COQUIMBO,8.0,8.0,0.0,8.0,16
1,40 A 44,42,CUBA,13,CU,2018,6,VALPARAÍSO,28.0,44.0,2.0,46.0,74
1,40 A 44,42,CUBA,13,CU,2018,7,METROPOLITANA DE SANTIAGO,306.0,189.0,3.0,192.0,498
1,40 A 44,42,CUBA,13,CU,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,11.0,32.0,0.0,32.0,43
1,40 A 44,42,CUBA,13,CU,2018,9,MAULE,22.0,32.0,1.0,33.0,55
1,40 A 44,42,CUBA,13,CU,2018,10,ÑUBLE,4.0,1.0,0.0,1.0,5
1,40 A 44,42,CUBA,13,CU,2018,11,BIOBÍO,23.0,8.0,0.0,8.0,31
1,40 A 44,42,CUBA,13,CU,2018,12,LA ARAUCANÍA,6.0,10.0,0.0,10.0,16
1,40 A 44,42,CUBA,13,CU,2018,13,LOS RÍOS,3.0,5.0,0.0,5.0,8
