SEXO,EDAD,PAIS,AÑO ESTIMACION,CODREGEO,REGION,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION,AÑO,CODIGO_PAIS,INFLACION,CRECIMIENTO_PIB,DESEMPLEO,region_norm,pais_norm,sexo_norm,edad_norm,anio,pais_norm_merge,ACOGIDAS_TOTAL,RESUELTAS_ARCHIVA,RESUELTAS_OTORGA,RESUELTAS_RECHAZA_RT,RESUELTAS_RECHAZA_ABANDONO,RESUELTAS_TOTAL,TASA_OTORGA,TASA_RECHAZO,TASA_ARCHIVO,ACOGIDAS_LAG1,RESUELTAS_LAG1,TASA_REGULARIZACION,PROP_ESTIMACION_GRUPO,ACOGIDAS_PER_CAPITA,RESUELTAS_PER_CAPITA
H,40 A 44,BRASIL,2023,3,ANTOFAGASTA,32.0,7.0,,7.0,39,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,40 a 44,2023,brasil,,,,,,,,,,,,0.17948717948257728,0.06280193236714976,,
H,45 A 49,BRASIL,2018,3,ANTOFAGASTA,6.0,10.0,,10.0,16,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,45 a 49,2018,brasil,,,,,,,,,,,,0.6249999999609375,0.028622540250447227,,
H,45 A 49,BRASIL,2019,3,ANTOFAGASTA,7.0,2.0,,2.0,9,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,45 a 49,2019,brasil,,,,,,,,,,,,0.22222222219753085,0.016216216216216217,,
H,45 A 49,BRASIL,2020,3,ANTOFAGASTA,6.0,3.0,,3.0,9,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,45 a 49,2020,brasil,,,,,,,,,,,,0.3333333332962963,0.01601423487544484,,
H,45 A 49,BRASIL,2021,3,ANTOFAGASTA,6.0,5.0,1.0,6.0,12,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,h,45 a 49,2021,brasil,,,,,,,,,,,,0.49999999995833333,0.02027027027027027,,
H,45 A 49,BRASIL,2022,3,ANTOFAGASTA,7.0,7.0,,7.0,14,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,45 a 49,2022,brasil,,,,,,,,,,,,0.49999999996428574,0.022508038585209004,,
H,45 A 49,BRASIL,2023,3,ANTOFAGASTA,12.0,8.0,,8.0,20,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,45 a 49,2023,brasil,,,,,,,,,,,,0.39999999998,0.0322061191626409,,
H,50 A 54,BRASIL,2018,3,ANTOFAGASTA,5.0,6.0,1.0,7.0,12,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,50 a 54,2018,brasil,,,,,,,,,,,,0.5833333332847223,0.02146690518783542,,
H,50 A 54,BRASIL,2019,3,ANTOFAGASTA,4.0,6.0,1.0,7.0,11,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,50 a 54,2019,brasil,,,,,,,,,,,,0.6363636363057851,0.01981981981981982,,
H,50 A 54,BRASIL,2020,3,ANTOFAGASTA,4.0,3.0,1.0,4.0,8,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,50 a 54,2020,brasil,,,,,,,,,,,,0.4999999999375,0.014234875444839857,,
H,50 A 54,BRASIL,2021,3,ANTOFAGASTA,6.0,2.0,,2.0,8,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,h,50 a 54,2021,brasil,,,,,,,,,,,,0.24999999996875,0.013513513513513514,,
H,50 A 54,BRASIL,2022,3,ANTOFAGASTA,6.0,2.0,,2.0,8,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,50 a 54,2022,brasil,,,,,,,,,,,,0.24999999996875,0.012861736334405145,,
H,50 A 54,BRASIL,2023,3,ANTOFAGASTA,6.0,3.0,,3.0,9,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,50 a 54,2023,brasil,,,,,,,,,,,,0.3333333332962963,0.014492753623188406,,
H,55 A 59,BRASIL,2018,3,ANTOFAGASTA,2.0,4.0,,4.0,6,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,55 a 59,2018,brasil,,,,,,,,,,,,0.6666666665555555,0.01073345259391771,,
H,55 A 59,BRASIL,2019,3,ANTOFAGASTA,3.0,,,,3,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,55 a 59,2019,brasil,,,,,,,,,,,,,0.005405405405405406,,
H,55 A 59,BRASIL,2020,3,ANTOFAGASTA,3.0,2.0,,2.0,5,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,55 a 59,2020,brasil,,,,,,,,,,,,0.39999999992,0.008896797153024912,,
H,55 A 59,BRASIL,2021,3,ANTOFAGASTA,3.0,1.0,3.0,4.0,7,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,h,55 a 59,2021,brasil,,,,,,,,,,,,0.5714285713469388,0.011824324324324325,,
H,55 A 59,BRASIL,2022,3,ANTOFAGASTA,4.0,2.0,2.0,4.0,8,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,55 a 59,2022,brasil,,,,,,,,,,,,0.4999999999375,0.012861736334405145,,
H,55 A 59,BRASIL,2023,3,ANTOFAGASTA,5.0,2.0,1.0,3.0,8,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,55 a 59,2023,brasil,,,,,,,,,,,,0.374999999953125,0.01288244766505636,,
H,60 A 64,BRASIL,2018,3,ANTOFAGASTA,1.0,1.0,,1.0,2,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,60 a 64,2018,brasil,,,,,,,,,,,,0.49999999975,0.0035778175313059034,,
H,60 A 64,BRASIL,2019,3,ANTOFAGASTA,1.0,,,,1,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,60 a 64,2019,brasil,,,,,,,,,,,,,0.0018018018018018018,,
H,60 A 64,BRASIL,2020,3,ANTOFAGASTA,3.0,,,,3,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,60 a 64,2020,brasil,,,,,,,,,,,,,0.005338078291814947,,
H,60 A 64,BRASIL,2021,3,ANTOFAGASTA,2.0,1.0,,1.0,3,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,h,60 a 64,2021,brasil,,,,,,,,,,,,0.3333333332222222,0.005067567567567568,,
H,60 A 64,BRASIL,2022,3,ANTOFAGASTA,2.0,1.0,,1.0,3,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,60 a 64,2022,brasil,,,,,,,,,,,,0.3333333332222222,0.00482315112540193,,
H,60 A 64,BRASIL,2023,3,ANTOFAGASTA,2.0,1.0,1.0,2.0,4,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,60 a 64,2023,brasil,,,,,,,,,,,,0.499999999875,0.00644122383252818,,
H,65 A 69,BRASIL,2018,3,ANTOFAGASTA,1.0,,,,1,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,65 a 69,2018,brasil,,,,,,,,,,,,,0.0017889087656529517,,
H,65 A 69,BRASIL,2019,3,ANTOFAGASTA,1.0,,,,1,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,65 a 69,2019,brasil,,,,,,,,,,,,,0.0018018018018018018,,
H,65 A 69,BRASIL,2020,3,ANTOFAGASTA,1.0,,,,1,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,65 a 69,2020,brasil,,,,,,,,,,,,,0.0017793594306049821,,
H,65 A 69,BRASIL,2021,3,ANTOFAGASTA,2.0,,,,2,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,h,65 a 69,2021,brasil,,,,,,,,,,,,,0.0033783783783783786,,
H,65 A 69,BRASIL,2022,3,ANTOFAGASTA,2.0,1.0,,1.0,3,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,65 a 69,2022,brasil,,,,,,,,,,,,0.3333333332222222,0.00482315112540193,,
H,65 A 69,BRASIL,2023,3,ANTOFAGASTA,1.0,1.0,,1.0,2,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,65 a 69,2023,brasil,,,,,,,,,,,,0.49999999975,0.00322061191626409,,
H,70 A 74,BRASIL,2018,3,ANTOFAGASTA,2.0,,,,2,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,70 a 74,2018,brasil,,,,,,,,,,,,,0.0035778175313059034,,
H,70 A 74,BRASIL,2019,3,ANTOFAGASTA,2.0,,,,2,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,70 a 74,2019,brasil,,,,,,,,,,,,,0.0036036036036036037,,
H,70 A 74,BRASIL,2020,3,ANTOFAGASTA,1.0,,,,1,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,70 a 74,2020,brasil,,,,,,,,,,,,,0.0017793594306049821,,
H,70 A 74,BRASIL,2023,3,ANTOFAGASTA,1.0,,,,1,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,70 a 74,2023,brasil,,,,,,,,,,,,,0.001610305958132045,,
H,75 A 79,BRASIL,2018,3,ANTOFAGASTA,1.0,,,,1,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,h,75 a 79,2018,brasil,,,,,,,,,,,,,0.0017889087656529517,,
H,75 A 79,BRASIL,2019,3,ANTOFAGASTA,1.0,,,,1,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,h,75 a 79,2019,brasil,,,,,,,,,,,,,0.0018018018018018018,,
H,75 A 79,BRASIL,2020,3,ANTOFAGASTA,2.0,,,,2,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,h,75 a 79,2020,brasil,,,,,,,,,,,,,0.0035587188612099642,,
H,75 A 79,BRASIL,2021,3,ANTOFAGASTA,3.0,,,,3,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,h,75 a 79,2021,brasil,,,,,,,,,,,,,0.005067567567567568,,
H,75 A 79,BRASIL,2022,3,ANTOFAGASTA,2.0,,,,2,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,75 a 79,2022,brasil,,,,,,,,,,,,,0.003215434083601286,,
H,75 A 79,BRASIL,2023,3,ANTOFAGASTA,2.0,,,,2,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,75 a 79,2023,brasil,,,,,,,,,,,,,0.00322061191626409,,
H,80 O MÁS,BRASIL,2022,3,ANTOFAGASTA,1.0,,,,1,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,h,80 o más,2022,brasil,,,,,,,,,,,,,0.001607717041800643,,
H,80 O MÁS,BRASIL,2023,3,ANTOFAGASTA,1.0,,,,1,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,h,80 o más,2023,brasil,,,,,,,,,,,,,0.001610305958132045,,
M,00 A 04,BRASIL,2018,3,ANTOFAGASTA,3.0,1.0,,1.0,4,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,00 a 04,2018,brasil,,,,,,,,,,,,0.2499999999375,0.007155635062611807,,
M,00 A 04,BRASIL,2019,3,ANTOFAGASTA,2.0,2.0,,2.0,4,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,00 a 04,2019,brasil,,,,,,,,,,,,0.499999999875,0.007207207207207207,,
M,00 A 04,BRASIL,2020,3,ANTOFAGASTA,1.0,1.0,,1.0,2,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,00 a 04,2020,brasil,,,,,,,,,,,,0.49999999975,0.0035587188612099642,,
M,00 A 04,BRASIL,2021,3,ANTOFAGASTA,,4.0,,4.0,4,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,00 a 04,2021,brasil,,,,,,,,,,,,0.99999999975,0.006756756756756757,,
M,05 A 09,BRASIL,2018,3,ANTOFAGASTA,10.0,2.0,,2.0,12,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,05 a 09,2018,brasil,,,,,,,,,,,,0.16666666665277777,0.02146690518783542,,
M,05 A 09,BRASIL,2019,3,ANTOFAGASTA,10.0,1.0,3.0,4.0,14,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,05 a 09,2019,brasil,,,,,,,,,,,,0.2857142856938775,0.025225225225225224,,
M,05 A 09,BRASIL,2020,3,ANTOFAGASTA,10.0,1.0,5.0,6.0,16,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,05 a 09,2020,brasil,,,,,,,,,,,,0.3749999999765625,0.028469750889679714,,
M,05 A 09,BRASIL,2021,3,ANTOFAGASTA,4.0,1.0,5.0,6.0,10,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,05 a 09,2021,brasil,,,,,,,,,,,,0.59999999994,0.016891891891891893,,
M,05 A 09,BRASIL,2022,3,ANTOFAGASTA,3.0,3.0,4.0,7.0,10,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,05 a 09,2022,brasil,,,,,,,,,,,,0.69999999993,0.01607717041800643,,
M,05 A 09,BRASIL,2023,3,ANTOFAGASTA,3.0,3.0,2.0,5.0,8,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,05 a 09,2023,brasil,,,,,,,,,,,,0.624999999921875,0.01288244766505636,,
M,10 A 14,BRASIL,2018,3,ANTOFAGASTA,8.0,2.0,,2.0,10,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,10 a 14,2018,brasil,,,,,,,,,,,,0.19999999998,0.017889087656529516,,
M,10 A 14,BRASIL,2019,3,ANTOFAGASTA,8.0,2.0,1.0,3.0,11,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,10 a 14,2019,brasil,,,,,,,,,,,,0.2727272727024793,0.01981981981981982,,
M,10 A 14,BRASIL,2020,3,ANTOFAGASTA,7.0,2.0,,2.0,9,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,10 a 14,2020,brasil,,,,,,,,,,,,0.22222222219753085,0.01601423487544484,,
M,10 A 14,BRASIL,2021,3,ANTOFAGASTA,11.0,1.0,1.0,2.0,13,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,10 a 14,2021,brasil,,,,,,,,,,,,0.15384615383431952,0.02195945945945946,,
M,10 A 14,BRASIL,2022,3,ANTOFAGASTA,11.0,1.0,3.0,4.0,15,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,10 a 14,2022,brasil,,,,,,,,,,,,0.2666666666488889,0.024115755627009645,,
M,10 A 14,BRASIL,2023,3,ANTOFAGASTA,10.0,1.0,5.0,6.0,16,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,10 a 14,2023,brasil,,,,,,,,,,,,0.3749999999765625,0.02576489533011272,,
M,15 A 19,BRASIL,2018,3,ANTOFAGASTA,6.0,1.0,,1.0,7,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,15 a 19,2018,brasil,,,,,,,,,,,,0.1428571428367347,0.012522361359570662,,
M,15 A 19,BRASIL,2019,3,ANTOFAGASTA,5.0,2.0,,2.0,7,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,15 a 19,2019,brasil,,,,,,,,,,,,0.2857142856734694,0.012612612612612612,,
M,15 A 19,BRASIL,2020,3,ANTOFAGASTA,7.0,6.0,1.0,7.0,14,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,15 a 19,2020,brasil,,,,,,,,,,,,0.49999999996428574,0.02491103202846975,,
M,15 A 19,BRASIL,2021,3,ANTOFAGASTA,10.0,5.0,1.0,6.0,16,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,15 a 19,2021,brasil,,,,,,,,,,,,0.3749999999765625,0.02702702702702703,,
M,15 A 19,BRASIL,2022,3,ANTOFAGASTA,11.0,6.0,1.0,7.0,18,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,15 a 19,2022,brasil,,,,,,,,,,,,0.38888888886728395,0.028938906752411574,,
M,15 A 19,BRASIL,2023,3,ANTOFAGASTA,8.0,4.0,1.0,5.0,13,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,15 a 19,2023,brasil,,,,,,,,,,,,0.3846153845857988,0.020933977455716585,,
M,20 A 24,BRASIL,2018,3,ANTOFAGASTA,21.0,13.0,,13.0,34,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,20 a 24,2018,brasil,,,,,,,,,,,,0.38235294116522495,0.06082289803220036,,
M,20 A 24,BRASIL,2019,3,ANTOFAGASTA,15.0,8.0,,8.0,23,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,20 a 24,2019,brasil,,,,,,,,,,,,0.3478260869413989,0.04144144144144144,,
M,20 A 24,BRASIL,2020,3,ANTOFAGASTA,12.0,6.0,1.0,7.0,19,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,20 a 24,2020,brasil,,,,,,,,,,,,0.3684210526121884,0.033807829181494664,,
M,20 A 24,BRASIL,2021,3,ANTOFAGASTA,8.0,7.0,1.0,8.0,16,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,20 a 24,2021,brasil,,,,,,,,,,,,0.49999999996875,0.02702702702702703,,
M,20 A 24,BRASIL,2022,3,ANTOFAGASTA,2.0,7.0,1.0,8.0,10,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,20 a 24,2022,brasil,,,,,,,,,,,,0.79999999992,0.01607717041800643,,
M,20 A 24,BRASIL,2023,3,ANTOFAGASTA,6.0,8.0,,8.0,14,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,20 a 24,2023,brasil,,,,,,,,,,,,0.571428571387755,0.02254428341384863,,
M,25 A 29,BRASIL,2018,3,ANTOFAGASTA,40.0,13.0,,13.0,53,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,25 a 29,2018,brasil,,,,,,,,,,,,0.24528301886329656,0.09481216457960644,,
M,25 A 29,BRASIL,2019,3,ANTOFAGASTA,32.0,19.0,,19.0,51,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,25 a 29,2019,brasil,,,,,,,,,,,,0.37254901960053827,0.0918918918918919,,
M,25 A 29,BRASIL,2020,3,ANTOFAGASTA,28.0,19.0,1.0,20.0,48,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,25 a 29,2020,brasil,,,,,,,,,,,,0.41666666665798613,0.08540925266903915,,
M,25 A 29,BRASIL,2021,3,ANTOFAGASTA,28.0,20.0,1.0,21.0,49,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,25 a 29,2021,brasil,,,,,,,,,,,,0.42857142856268227,0.08277027027027027,,
M,25 A 29,BRASIL,2022,3,ANTOFAGASTA,30.0,17.0,1.0,18.0,48,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,25 a 29,2022,brasil,,,,,,,,,,,,0.3749999999921875,0.07717041800643087,,
M,25 A 29,BRASIL,2023,3,ANTOFAGASTA,21.0,12.0,2.0,14.0,35,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,25 a 29,2023,brasil,,,,,,,,,,,,0.39999999998857144,0.05636070853462158,,
M,30 A 34,BRASIL,2018,3,ANTOFAGASTA,44.0,8.0,1.0,9.0,53,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,30 a 34,2018,brasil,,,,,,,,,,,,0.169811320751513,0.09481216457960644,,
M,30 A 34,BRASIL,2019,3,ANTOFAGASTA,51.0,8.0,2.0,10.0,61,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,30 a 34,2019,brasil,,,,,,,,,,,,0.16393442622682075,0.10990990990990991,,
M,30 A 34,BRASIL,2020,3,ANTOFAGASTA,52.0,10.0,1.0,11.0,63,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,30 a 34,2020,brasil,,,,,,,,,,,,0.17460317460040314,0.11209964412811388,,
M,30 A 34,BRASIL,2021,3,ANTOFAGASTA,45.0,10.0,1.0,11.0,56,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,30 a 34,2021,brasil,,,,,,,,,,,,0.19642857142506379,0.0945945945945946,,
M,30 A 34,BRASIL,2022,3,ANTOFAGASTA,41.0,21.0,1.0,22.0,63,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,30 a 34,2022,brasil,,,,,,,,,,,,0.3492063492008063,0.10128617363344052,,
M,30 A 34,BRASIL,2023,3,ANTOFAGASTA,40.0,21.0,1.0,22.0,62,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,30 a 34,2023,brasil,,,,,,,,,,,,0.3548387096716962,0.0998389694041868,,
M,35 A 39,BRASIL,2018,3,ANTOFAGASTA,48.0,2.0,,2.0,50,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,35 a 39,2018,brasil,,,,,,,,,,,,0.0399999999992,0.08944543828264759,,
M,35 A 39,BRASIL,2019,3,ANTOFAGASTA,49.0,4.0,,4.0,53,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,35 a 39,2019,brasil,,,,,,,,,,,,0.07547169811178356,0.09549549549549549,,
M,35 A 39,BRASIL,2020,3,ANTOFAGASTA,43.0,4.0,,4.0,47,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,35 a 39,2020,brasil,,,,,,,,,,,,0.08510638297691264,0.08362989323843416,,
M,35 A 39,BRASIL,2021,3,ANTOFAGASTA,42.0,7.0,,7.0,49,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,35 a 39,2021,brasil,,,,,,,,,,,,0.1428571428542274,0.08277027027027027,,
M,35 A 39,BRASIL,2022,3,ANTOFAGASTA,42.0,12.0,,12.0,54,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,35 a 39,2022,brasil,,,,,,,,,,,,0.222222222218107,0.08681672025723473,,
M,35 A 39,BRASIL,2023,3,ANTOFAGASTA,44.0,13.0,,13.0,57,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,35 a 39,2023,brasil,,,,,,,,,,,,0.22807017543459526,0.09178743961352658,,
M,40 A 44,BRASIL,2018,3,ANTOFAGASTA,30.0,3.0,,3.0,33,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,40 a 44,2018,brasil,,,,,,,,,,,,0.0909090909063361,0.059033989266547404,,
M,40 A 44,BRASIL,2019,3,ANTOFAGASTA,32.0,4.0,,4.0,36,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,40 a 44,2019,brasil,,,,,,,,,,,,0.1111111111080247,0.06486486486486487,,
M,40 A 44,BRASIL,2020,3,ANTOFAGASTA,41.0,4.0,1.0,5.0,46,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,40 a 44,2020,brasil,,,,,,,,,,,,0.1086956521715501,0.08185053380782918,,
M,40 A 44,BRASIL,2021,3,ANTOFAGASTA,50.0,6.0,1.0,7.0,57,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,40 a 44,2021,brasil,,,,,,,,,,,,0.12280701754170514,0.09628378378378379,,
M,40 A 44,BRASIL,2022,3,ANTOFAGASTA,52.0,5.0,1.0,6.0,58,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,40 a 44,2022,brasil,,,,,,,,,,,,0.10344827586028538,0.0932475884244373,,
M,40 A 44,BRASIL,2023,3,ANTOFAGASTA,48.0,5.0,1.0,6.0,54,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,40 a 44,2023,brasil,,,,,,,,,,,,0.1111111111090535,0.08695652173913043,,
M,45 A 49,BRASIL,2018,3,ANTOFAGASTA,17.0,2.0,,2.0,19,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,45 a 49,2018,brasil,,,,,,,,,,,,0.10526315788919667,0.03398926654740608,,
M,45 A 49,BRASIL,2019,3,ANTOFAGASTA,18.0,2.0,,2.0,20,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,45 a 49,2019,brasil,,,,,,,,,,,,0.099999999995,0.036036036036036036,,
M,45 A 49,BRASIL,2020,3,ANTOFAGASTA,17.0,4.0,,4.0,21,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,45 a 49,2020,brasil,,,,,,,,,,,,0.1904761904671202,0.037366548042704624,,
M,45 A 49,BRASIL,2021,3,ANTOFAGASTA,17.0,5.0,1.0,6.0,23,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,45 a 49,2021,brasil,,,,,,,,,,,,0.26086956520604915,0.03885135135135135,,
M,45 A 49,BRASIL,2022,3,ANTOFAGASTA,21.0,6.0,,6.0,27,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,45 a 49,2022,brasil,,,,,,,,,,,,0.22222222221399177,0.04340836012861737,,
M,45 A 49,BRASIL,2023,3,ANTOFAGASTA,30.0,3.0,1.0,4.0,34,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,45 a 49,2023,brasil,,,,,,,,,,,,0.11764705882006922,0.05475040257648953,,
M,50 A 54,BRASIL,2018,3,ANTOFAGASTA,14.0,1.0,,1.0,15,2018,BRA,3.66485028376727,1.783666761634,12.329,antofagasta,brasil,m,50 a 54,2018,brasil,,,,,,,,,,,,0.06666666666222222,0.026833631484794274,,
M,50 A 54,BRASIL,2019,3,ANTOFAGASTA,13.0,2.0,,2.0,15,2019,BRA,3.73297621216898,1.22077782360842,11.936,antofagasta,brasil,m,50 a 54,2019,brasil,,,,,,,,,,,,0.13333333332444444,0.02702702702702703,,
M,50 A 54,BRASIL,2020,3,ANTOFAGASTA,11.0,3.0,,3.0,14,2020,BRA,3.21176803803373,-3.2767587964736,13.697,antofagasta,brasil,m,50 a 54,2020,brasil,,,,,,,,,,,,0.21428571427040816,0.02491103202846975,,
M,50 A 54,BRASIL,2021,3,ANTOFAGASTA,13.0,1.0,,1.0,14,2021,BRA,8.30165975585677,4.76260437908608,13.158,antofagasta,brasil,m,50 a 54,2021,brasil,,,,,,,,,,,,0.07142857142346938,0.02364864864864865,,
M,50 A 54,BRASIL,2022,3,ANTOFAGASTA,14.0,1.0,,1.0,15,2022,BRA,9.28010608956872,3.01669435393015,9.231,antofagasta,brasil,m,50 a 54,2022,brasil,,,,,,,,,,,,0.06666666666222222,0.024115755627009645,,
M,50 A 54,BRASIL,2023,3,ANTOFAGASTA,17.0,4.0,,4.0,21,2023,BRA,4.59356282283203,3.24165532906981,7.947,antofagasta,brasil,m,50 a 54,2023,brasil,,,,,,,,,,,,0.1904761904671202,0.033816425120772944,,
