"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"
"H","00 A 04","CHINA",2018,4,"ATACAMA","","1","","1",1

"H","00 A 04","CHINA",2018,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CHINA",2018,7,"METROPOLITANA DE SANTIAGO","32","7","1","8",40

"H","00 A 04","CHINA",2018,11,"BIOBÍO","1","1","","1",2

"H","00 A 04","CHINA",2018,12,"LA ARAUCANÍA","1","","","",1

"H","00 A 04","CHINA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"H","00 A 04","CHINA",2018,17,"REGIÓN IGNORADA","","11","","11",11

"H","00 A 04","CHINA",2019,2,"TARAPACÁ","2","4","","4",6

"H","00 A 04","CHINA",2019,3,"ANTOFAGASTA","1","","","",1

"H","00 A 04","CHINA",2019,4,"ATACAMA","","","1","1",1

"H","00 A 04","CHINA",2019,5,"COQUIMBO","","1","","1",1

"H","00 A 04","CHINA",2019,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CHINA",2019,7,"METROPOLITANA DE SANTIAGO","23","12","","12",35

"H","00 A 04","CHINA",2019,9,"MAULE","","2","","2",2

"H","00 A 04","CHINA",2019,11,"BIOBÍO","1","1","","1",2

"H","00 A 04","CHINA",2019,12,"LA ARAUCANÍA","1","","","",1

"H","00 A 04","CHINA",2019,14,"LOS LAGOS","","1","","1",1

"H","00 A 04","CHINA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"H","00 A 04","CHINA",2019,17,"REGIÓN IGNORADA","","9","","9",9

"H","00 A 04","CHINA",2020,2,"TARAPACÁ","2","4","","4",6

"H","00 A 04","CHINA",2020,4,"ATACAMA","","","1","1",1

"H","00 A 04","CHINA",2020,5,"COQUIMBO","","1","","1",1

"H","00 A 04","CHINA",2020,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CHINA",2020,7,"METROPOLITANA DE SANTIAGO","14","16","","16",30

"H","00 A 04","CHINA",2020,9,"MAULE","","2","","2",2

"H","00 A 04","CHINA",2020,12,"LA ARAUCANÍA","1","","","",1

"H","00 A 04","CHINA",2020,14,"LOS LAGOS","","","1","1",1

"H","00 A 04","CHINA",2020,17,"REGIÓN IGNORADA","","1","","1",1

"H","00 A 04","CHINA",2021,2,"TARAPACÁ","2","","","",2

"H","00 A 04","CHINA",2021,4,"ATACAMA","","","1","1",1

"H","00 A 04","CHINA",2021,5,"COQUIMBO","","1","","1",1

"H","00 A 04","CHINA",2021,6,"VALPARAÍSO","","2","","2",2

"H","00 A 04","CHINA",2021,7,"METROPOLITANA DE SANTIAGO","5","13","","13",18

"H","00 A 04","CHINA",2021,9,"MAULE","","1","","1",1

"H","00 A 04","CHINA",2021,12,"LA ARAUCANÍA","1","","","",1

"H","00 A 04","CHINA",2021,14,"LOS LAGOS","","","1","1",1

"H","00 A 04","CHINA",2022,2,"TARAPACÁ","","1","","1",1

"H","00 A 04","CHINA",2022,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CHINA",2022,7,"METROPOLITANA DE SANTIAGO","","9","","9",9

"H","00 A 04","CHINA",2022,9,"MAULE","","1","","1",1

"H","00 A 04","CHINA",2022,12,"LA ARAUCANÍA","","1","","1",1

"H","00 A 04","CHINA",2022,14,"LOS LAGOS","","","1","1",1

"H","00 A 04","CHINA",2022,17,"REGIÓN IGNORADA","","7","1","8",8

"H","00 A 04","CHINA",2023,2,"TARAPACÁ","","1","","1",1

"H","00 A 04","CHINA",2023,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CHINA",2023,7,"METROPOLITANA DE SANTIAGO","","8","","8",8

"H","00 A 04","CHINA",2023,9,"MAULE","","2","","2",2

"H","00 A 04","CHINA",2023,14,"LOS LAGOS","","","1","1",1

"H","00 A 04","CHINA",2023,17,"REGIÓN IGNORADA","","8","2","10",10

"H","00 A 04","COLOMBIA",2018,1,"ARICA Y PARINACOTA","9","6","","6",15

"H","00 A 04","COLOMBIA",2018,2,"TARAPACÁ","21","14","1","15",36

"H","00 A 04","COLOMBIA",2018,3,"ANTOFAGASTA","141","100","3","103",244

"H","00 A 04","COLOMBIA",2018,4,"ATACAMA","17","13","","13",30

"H","00 A 04","COLOMBIA",2018,5,"COQUIMBO","26","23","1","24",50

"H","00 A 04","COLOMBIA",2018,6,"VALPARAÍSO","29","18","","18",47

"H","00 A 04","COLOMBIA",2018,7,"METROPOLITANA DE SANTIAGO","420","218","4","222",642

"H","00 A 04","COLOMBIA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","17","13","","13",30

"H","00 A 04","COLOMBIA",2018,9,"MAULE","8","3","","3",11

"H","00 A 04","COLOMBIA",2018,10,"ÑUBLE","7","3","","3",10

"H","00 A 04","COLOMBIA",2018,11,"BIOBÍO","6","2","1","3",9

"H","00 A 04","COLOMBIA",2018,12,"LA ARAUCANÍA","3","5","","5",8

"H","00 A 04","COLOMBIA",2018,13,"LOS RÍOS","2","7","","7",9

"H","00 A 04","COLOMBIA",2018,14,"LOS LAGOS","7","8","1","9",16

"H","00 A 04","COLOMBIA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","6","5","","5",11

"H","00 A 04","COLOMBIA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","6","13","","13",19

"H","00 A 04","COLOMBIA",2018,17,"REGIÓN IGNORADA","","206","1","207",207

"H","00 A 04","COLOMBIA",2019,1,"ARICA Y PARINACOTA","9","8","2","10",19

"H","00 A 04","COLOMBIA",2019,2,"TARAPACÁ","13","17","","17",30

"H","00 A 04","COLOMBIA",2019,3,"ANTOFAGASTA","88","107","2","109",197

"H","00 A 04","COLOMBIA",2019,4,"ATACAMA","12","16","","16",28

"H","00 A 04","COLOMBIA",2019,5,"COQUIMBO","12","25","","25",37

"H","00 A 04","COLOMBIA",2019,6,"VALPARAÍSO","25","18","","18",43

"H","00 A 04","COLOMBIA",2019,7,"METROPOLITANA DE SANTIAGO","270","273","1","274",544

"H","00 A 04","COLOMBIA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","11","17","","17",28

"H","00 A 04","COLOMBIA",2019,9,"MAULE","6","7","","7",13

"H","00 A 04","COLOMBIA",2019,10,"ÑUBLE","2","4","","4",6

"H","00 A 04","COLOMBIA",2019,11,"BIOBÍO","3","9","2","11",14

"H","00 A 04","COLOMBIA",2019,12,"LA ARAUCANÍA","3","7","","7",10

"H","00 A 04","COLOMBIA",2019,13,"LOS RÍOS","","9","","9",9

"H","00 A 04","COLOMBIA",2019,14,"LOS LAGOS","4","8","","8",12

"H","00 A 04","COLOMBIA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","5","6","","6",11

"H","00 A 04","COLOMBIA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","5","15","","15",20

"H","00 A 04","COLOMBIA",2019,17,"REGIÓN IGNORADA","","234","2","236",236

"H","00 A 04","COLOMBIA",2020,1,"ARICA Y PARINACOTA","6","7","1","8",14

"H","00 A 04","COLOMBIA",2020,2,"TARAPACÁ","5","8","","8",13

"H","00 A 04","COLOMBIA",2020,3,"ANTOFAGASTA","40","98","2","100",140

"H","00 A 04","COLOMBIA",2020,4,"ATACAMA","5","10","1","11",16

"H","00 A 04","COLOMBIA",2020,5,"COQUIMBO","8","22","3","25",33

"H","00 A 04","COLOMBIA",2020,6,"VALPARAÍSO","13","18","","18",31

"H","00 A 04","COLOMBIA",2020,7,"METROPOLITANA DE SANTIAGO","142","251","12","263",405

"H","00 A 04","COLOMBIA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","7","16","","16",23

"H","00 A 04","COLOMBIA",2020,9,"MAULE","5","9","","9",14

"H","00 A 04","COLOMBIA",2020,10,"ÑUBLE","1","2","","2",3

"H","00 A 04","COLOMBIA",2020,11,"BIOBÍO","","10","2","12",12

"H","00 A 04","COLOMBIA",2020,12,"LA ARAUCANÍA","1","7","","7",8

"H","00 A 04","COLOMBIA",2020,13,"LOS RÍOS","","8","","8",8

"H","00 A 04","COLOMBIA",2020,14,"LOS LAGOS","1","12","","12",13

"H","00 A 04","COLOMBIA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","4","5","","5",9

"H","00 A 04","COLOMBIA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","14","","14",16

"H","00 A 04","COLOMBIA",2020,17,"REGIÓN IGNORADA","","114","7","121",121

"H","00 A 04","COLOMBIA",2021,1,"ARICA Y PARINACOTA","1","6","","6",7

"H","00 A 04","COLOMBIA",2021,2,"TARAPACÁ","","12","3","15",15

"H","00 A 04","COLOMBIA",2021,3,"ANTOFAGASTA","14","78","","78",92

"H","00 A 04","COLOMBIA",2021,4,"ATACAMA","3","15","","15",18

"H","00 A 04","COLOMBIA",2021,5,"COQUIMBO","2","19","","19",21

"H","00 A 04","COLOMBIA",2021,6,"VALPARAÍSO","1","26","","26",27

"H","00 A 04","COLOMBIA",2021,7,"METROPOLITANA DE SANTIAGO","30","214","16","230",260

"H","00 A 04","COLOMBIA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","15","1","16",18

"H","00 A 04","COLOMBIA",2021,9,"MAULE","2","6","2","8",10

"H","00 A 04","COLOMBIA",2021,10,"ÑUBLE","","3","","3",3

"H","00 A 04","COLOMBIA",2021,11,"BIOBÍO","","12","2","14",14

"H","00 A 04","COLOMBIA",2021,12,"LA ARAUCANÍA","1","7","","7",8

"H","00 A 04","COLOMBIA",2021,13,"LOS RÍOS","","4","","4",4

"H","00 A 04","COLOMBIA",2021,14,"LOS LAGOS","1","7","1","8",9

"H","00 A 04","COLOMBIA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","3","2","","2",5

"H","00 A 04","COLOMBIA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","13","","13",14

"H","00 A 04","COLOMBIA",2021,17,"REGIÓN IGNORADA","","193","7","200",200

"H","00 A 04","COLOMBIA",2022,1,"ARICA Y PARINACOTA","","6","2","8",8

"H","00 A 04","COLOMBIA",2022,2,"TARAPACÁ","","13","8","21",21

"H","00 A 04","COLOMBIA",2022,3,"ANTOFAGASTA","","69","","69",69

"H","00 A 04","COLOMBIA",2022,4,"ATACAMA","","15","1","16",16

"H","00 A 04","COLOMBIA",2022,5,"COQUIMBO","","20","10","30",30

"H","00 A 04","COLOMBIA",2022,6,"VALPARAÍSO","","31","12","43",43

"H","00 A 04","COLOMBIA",2022,7,"METROPOLITANA DE SANTIAGO","","248","45","293",293

"H","00 A 04","COLOMBIA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","16","3","19",19

"H","00 A 04","COLOMBIA",2022,9,"MAULE","","8","4","12",12

"H","00 A 04","COLOMBIA",2022,10,"ÑUBLE","","4","1","5",5

"H","00 A 04","COLOMBIA",2022,11,"BIOBÍO","","14","5","19",19

"H","00 A 04","COLOMBIA",2022,12,"LA ARAUCANÍA","","10","1","11",11

"H","00 A 04","COLOMBIA",2022,13,"LOS RÍOS","","3","","3",3

"H","00 A 04","COLOMBIA",2022,14,"LOS LAGOS","","11","7","18",18

"H","00 A 04","COLOMBIA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","1","2",2

"H","00 A 04","COLOMBIA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","15","1","16",16

"H","00 A 04","COLOMBIA",2022,17,"REGIÓN IGNORADA","","203","11","214",214

"H","00 A 04","COLOMBIA",2023,1,"ARICA Y PARINACOTA","","7","1","8",8

"H","00 A 04","COLOMBIA",2023,2,"TARAPACÁ","","19","4","23",23

"H","00 A 04","COLOMBIA",2023,3,"ANTOFAGASTA","","83","4","87",87

"H","00 A 04","COLOMBIA",2023,4,"ATACAMA","","22","2","24",24

"H","00 A 04","COLOMBIA",2023,5,"COQUIMBO","","18","3","21",21

"H","00 A 04","COLOMBIA",2023,6,"VALPARAÍSO","","47","4","51",51

"H","00 A 04","COLOMBIA",2023,7,"METROPOLITANA DE SANTIAGO","","280","7","287",287

"H","00 A 04","COLOMBIA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","22","","22",22

"H","00 A 04","COLOMBIA",2023,9,"MAULE","","12","2","14",14

"H","00 A 04","COLOMBIA",2023,10,"ÑUBLE","","6","","6",6

"H","00 A 04","COLOMBIA",2023,11,"BIOBÍO","","19","","19",19

"H","00 A 04","COLOMBIA",2023,12,"LA ARAUCANÍA","","11","","11",11

"H","00 A 04","COLOMBIA",2023,13,"LOS RÍOS","","3","","3",3

"H","00 A 04","COLOMBIA",2023,14,"LOS LAGOS","","13","6","19",19

"H","00 A 04","COLOMBIA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","8","1","9",9

"H","00 A 04","COLOMBIA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","24","","24",24

"H","00 A 04","COLOMBIA",2023,17,"REGIÓN IGNORADA","","74","13","87",87

"H","00 A 04","CUBA",2018,1,"ARICA Y PARINACOTA","1","2","","2",3

"H","00 A 04","CUBA",2018,2,"TARAPACÁ","1","3","","3",4

"H","00 A 04","CUBA",2018,3,"ANTOFAGASTA","","3","","3",3

"H","00 A 04","CUBA",2018,4,"ATACAMA","","1","","1",1

"H","00 A 04","CUBA",2018,6,"VALPARAÍSO","2","4","1","5",7

"H","00 A 04","CUBA",2018,7,"METROPOLITANA DE SANTIAGO","17","5","1","6",23

"H","00 A 04","CUBA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","1","1",3

"H","00 A 04","CUBA",2018,9,"MAULE","1","","1","1",2

"H","00 A 04","CUBA",2018,10,"ÑUBLE","1","","","",1

"H","00 A 04","CUBA",2018,11,"BIOBÍO","1","2","","2",3

"H","00 A 04","CUBA",2018,12,"LA ARAUCANÍA","1","","","",1

"H","00 A 04","CUBA",2018,13,"LOS RÍOS","","2","","2",2

"H","00 A 04","CUBA",2018,14,"LOS LAGOS","","1","","1",1

"H","00 A 04","CUBA",2018,17,"REGIÓN IGNORADA","","11","1","12",12

"H","00 A 04","CUBA",2019,1,"ARICA Y PARINACOTA","1","2","","2",3

"H","00 A 04","CUBA",2019,2,"TARAPACÁ","1","7","","7",8

"H","00 A 04","CUBA",2019,3,"ANTOFAGASTA","","3","","3",3

"H","00 A 04","CUBA",2019,6,"VALPARAÍSO","1","3","","3",4

"H","00 A 04","CUBA",2019,7,"METROPOLITANA DE SANTIAGO","13","13","","13",26

"H","00 A 04","CUBA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","3","","3",4

"H","00 A 04","CUBA",2019,9,"MAULE","","4","2","6",6

"H","00 A 04","CUBA",2019,10,"ÑUBLE","","1","","1",1

"H","00 A 04","CUBA",2019,13,"LOS RÍOS","","1","","1",1

"H","00 A 04","CUBA",2019,14,"LOS LAGOS","","2","","2",2

"H","00 A 04","CUBA",2019,17,"REGIÓN IGNORADA","","3","1","4",4

"H","00 A 04","CUBA",2020,1,"ARICA Y PARINACOTA","","2","1","3",3

"H","00 A 04","CUBA",2020,2,"TARAPACÁ","1","2","","2",3

"H","00 A 04","CUBA",2020,3,"ANTOFAGASTA","","5","","5",5

"H","00 A 04","CUBA",2020,4,"ATACAMA","","1","","1",1

"H","00 A 04","CUBA",2020,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CUBA",2020,7,"METROPOLITANA DE SANTIAGO","4","16","2","18",22

"H","00 A 04","CUBA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","4","","4",4

"H","00 A 04","CUBA",2020,9,"MAULE","","5","2","7",7

"H","00 A 04","CUBA",2020,17,"REGIÓN IGNORADA","","","3","3",3

"H","00 A 04","CUBA",2021,1,"ARICA Y PARINACOTA","","3","","3",3

"H","00 A 04","CUBA",2021,3,"ANTOFAGASTA","","2","","2",2

"H","00 A 04","CUBA",2021,7,"METROPOLITANA DE SANTIAGO","","12","","12",12

"H","00 A 04","CUBA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","4","","4",4

"H","00 A 04","CUBA",2021,9,"MAULE","","4","2","6",6

"H","00 A 04","CUBA",2021,17,"REGIÓN IGNORADA","","","3","3",3

"H","00 A 04","CUBA",2022,2,"TARAPACÁ","","4","","4",4

"H","00 A 04","CUBA",2022,3,"ANTOFAGASTA","","1","","1",1

"H","00 A 04","CUBA",2022,7,"METROPOLITANA DE SANTIAGO","","5","","5",5

"H","00 A 04","CUBA",2022,9,"MAULE","","1","2","3",3

"H","00 A 04","CUBA",2022,12,"LA ARAUCANÍA","","1","","1",1

"H","00 A 04","CUBA",2022,17,"REGIÓN IGNORADA","","6","3","9",9

"H","00 A 04","CUBA",2023,2,"TARAPACÁ","","5","","5",5

"H","00 A 04","CUBA",2023,3,"ANTOFAGASTA","","1","","1",1

"H","00 A 04","CUBA",2023,6,"VALPARAÍSO","","1","","1",1

"H","00 A 04","CUBA",2023,7,"METROPOLITANA DE SANTIAGO","","9","1","10",10

"H","00 A 04","CUBA",2023,9,"MAULE","","3","1","4",4

"H","00 A 04","CUBA",2023,12,"LA ARAUCANÍA","","1","","1",1

"H","00 A 04","CUBA",2023,14,"LOS LAGOS","","1","","1",1

"H","00 A 04","CUBA",2023,17,"REGIÓN IGNORADA","","12","1","13",13

"H","00 A 04","ECUADOR",2018,1,"ARICA Y PARINACOTA","2","1","","1",3

"H","00 A 04","ECUADOR",2018,2,"TARAPACÁ","12","8","1","9",21

"H","00 A 04","ECUADOR",2018,3,"ANTOFAGASTA","8","7","","7",15

"H","00 A 04","ECUADOR",2018,4,"ATACAMA","2","5","","5",7

"H","00 A 04","ECUADOR",2018,5,"COQUIMBO","5","9","","9",14

"H","00 A 04","ECUADOR",2018,6,"VALPARAÍSO","13","9","","9",22

"H","00 A 04","ECUADOR",2018,7,"METROPOLITANA DE SANTIAGO","130","83","2","85",215

"H","00 A 04","ECUADOR",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","8","10","","10",18

"H","00 A 04","ECUADOR",2018,9,"MAULE","3","8","","8",11

"H","00 A 04","ECUADOR",2018,10,"ÑUBLE","7","2","","2",9

"H","00 A 04","ECUADOR",2018,11,"BIOBÍO","12","4","","4",16

"H","00 A 04","ECUADOR",2018,12,"LA ARAUCANÍA","1","3","","3",4

"H","00 A 04","ECUADOR",2018,13,"LOS RÍOS","","1","","1",1

"H","00 A 04","ECUADOR",2018,14,"LOS LAGOS","3","1","","1",4

"H","00 A 04","ECUADOR",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"H","00 A 04","ECUADOR",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","3","","3",3

"H","00 A 04","ECUADOR",2018,17,"REGIÓN IGNORADA","","62","","62",62

"H","00 A 04","ECUADOR",2019,1,"ARICA Y PARINACOTA","2","1","","1",3

"H","00 A 04","ECUADOR",2019,2,"TARAPACÁ","6","5","","5",11

"H","00 A 04","ECUADOR",2019,3,"ANTOFAGASTA","4","11","","11",15

"H","00 A 04","ECUADOR",2019,4,"ATACAMA","1","5","","5",6

"H","00 A 04","ECUADOR",2019,5,"COQUIMBO","4","8","","8",12

"H","00 A 04","ECUADOR",2019,6,"VALPARAÍSO","10","12","","12",22

"H","00 A 04","ECUADOR",2019,7,"METROPOLITANA DE SANTIAGO","89","122","","122",211

"H","00 A 04","ECUADOR",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","8","11","","11",19

"H","00 A 04","ECUADOR",2019,9,"MAULE","2","9","","9",11

"H","00 A 04","ECUADOR",2019,10,"ÑUBLE","5","2","","2",7

"H","00 A 04","ECUADOR",2019,11,"BIOBÍO","5","10","","10",15

"H","00 A 04","ECUADOR",2019,12,"LA ARAUCANÍA","1","2","","2",3

"H","00 A 04","ECUADOR",2019,13,"LOS RÍOS","","1","","1",1

"H","00 A 04","ECUADOR",2019,14,"LOS LAGOS","2","3","","3",5

"H","00 A 04","ECUADOR",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"H","00 A 04","ECUADOR",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","2","","2",2

"H","00 A 04","ECUADOR",2019,17,"REGIÓN IGNORADA","","66","","66",66

"H","00 A 04","ECUADOR",2020,1,"ARICA Y PARINACOTA","","3","","3",3

"H","00 A 04","ECUADOR",2020,2,"TARAPACÁ","3","4","","4",7

"H","00 A 04","ECUADOR",2020,3,"ANTOFAGASTA","2","11","1","12",14

"H","00 A 04","ECUADOR",2020,4,"ATACAMA","1","4","","4",5

"H","00 A 04","ECUADOR",2020,5,"COQUIMBO","2","7","","7",9

"H","00 A 04","ECUADOR",2020,6,"VALPARAÍSO","5","11","","11",16

"H","00 A 04","ECUADOR",2020,7,"METROPOLITANA DE SANTIAGO","53","109","2","111",164

"H","00 A 04","ECUADOR",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","3","8","1","9",12

"H","00 A 04","ECUADOR",2020,9,"MAULE","","8","","8",8

"H","00 A 04","ECUADOR",2020,10,"ÑUBLE","3","2","","2",5

"H","00 A 04","ECUADOR",2020,11,"BIOBÍO","2","7","","7",9

"H","00 A 04","ECUADOR",2020,12,"LA ARAUCANÍA","1","1","","1",2

"H","00 A 04","ECUADOR",2020,13,"LOS RÍOS","","1","","1",1

"H","00 A 04","ECUADOR",2020,14,"LOS LAGOS","2","4","","4",6

"H","00 A 04","ECUADOR",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"H","00 A 04","ECUADOR",2020,17,"REGIÓN IGNORADA","","43","","43",43

"H","00 A 04","ECUADOR",2021,1,"ARICA Y PARINACOTA","","3","2","5",5

"H","00 A 04","ECUADOR",2021,2,"TARAPACÁ","2","1","1","2",4

"H","00 A 04","ECUADOR",2021,3,"ANTOFAGASTA","","8","","8",8

"H","00 A 04","ECUADOR",2021,4,"ATACAMA","","2","","2",2

"H","00 A 04","ECUADOR",2021,5,"COQUIMBO","1","8","","8",9

"H","00 A 04","ECUADOR",2021,6,"VALPARAÍSO","1","10","","10",11

"H","00 A 04","ECUADOR",2021,7,"METROPOLITANA DE SANTIAGO","17","102","2","104",121

"H","00 A 04","ECUADOR",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","7","","7",8

"H","00 A 04","ECUADOR",2021,9,"MAULE","","8","3","11",11

"H","00 A 04","ECUADOR",2021,10,"ÑUBLE","2","2","","2",4

"H","00 A 04","ECUADOR",2021,11,"BIOBÍO","","7","1","8",8

"H","00 A 04","ECUADOR",2021,12,"LA ARAUCANÍA","","1","","1",1

"H","00 A 04","ECUADOR",2021,13,"LOS RÍOS","","1","","1",1

"H","00 A 04","ECUADOR",2021,14,"LOS LAGOS","2","6","","6",8

"H","00 A 04","ECUADOR",2021,17,"REGIÓN IGNORADA","","65","","65",65

"H","00 A 04","ECUADOR",2022,1,"ARICA Y PARINACOTA","","1","","1",1

"H","00 A 04","ECUADOR",2022,2,"TARAPACÁ","","3","","3",3

"H","00 A 04","ECUADOR",2022,3,"ANTOFAGASTA","","11","","11",11

"H","00 A 04","ECUADOR",2022,4,"ATACAMA","","3","","3",3

"H","00 A 04","ECUADOR",2022,5,"COQUIMBO","","8","1","9",9

"H","00 A 04","ECUADOR",2022,6,"VALPARAÍSO","","11","2","13",13

"H","00 A 04","ECUADOR",2022,7,"METROPOLITANA DE SANTIAGO","","105","18","123",123

"H","00 A 04","ECUADOR",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","7","4","11",11

"H","00 A 04","ECUADOR",2022,9,"MAULE","","11","3","14",14

"H","00 A 04","ECUADOR",2022,10,"ÑUBLE","","2","","2",2

"H","00 A 04","ECUADOR",2022,11,"BIOBÍO","","10","3","13",13

"H","00 A 04","ECUADOR",2022,12,"LA ARAUCANÍA","","2","","2",2

"H","00 A 04","ECUADOR",2022,13,"LOS RÍOS","","2","","2",2

"H","00 A 04","ECUADOR",2022,14,"LOS LAGOS","","7","1","8",8

"H","00 A 04","ECUADOR",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","3","","3",3

"H","00 A 04","ECUADOR",2022,17,"REGIÓN IGNORADA","","56","","56",56

"H","00 A 04","ECUADOR",2023,1,"ARICA Y PARINACOTA","","6","","6",6

"H","00 A 04","ECUADOR",2023,2,"TARAPACÁ","","10","","10",10

"H","00 A 04","ECUADOR",2023,3,"ANTOFAGASTA","","8","","8",8

"H","00 A 04","ECUADOR",2023,4,"ATACAMA","","1","","1",1

"H","00 A 04","ECUADOR",2023,5,"COQUIMBO","","6","","6",6

"H","00 A 04","ECUADOR",2023,6,"VALPARAÍSO","","14","3","17",17

"H","00 A 04","ECUADOR",2023,7,"METROPOLITANA DE SANTIAGO","","141","1","142",142

"H","00 A 04","ECUADOR",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","","12","","12",12

"H","00 A 04","ECUADOR",2023,9,"MAULE","","9","1","10",10

"H","00 A 04","ECUADOR",2023,10,"ÑUBLE","","1","","1",1

"H","00 A 04","ECUADOR",2023,11,"BIOBÍO","","10","","10",10

"H","00 A 04","ECUADOR",2023,12,"LA ARAUCANÍA","","8","","8",8

"H","00 A 04","ECUADOR",2023,13,"LOS RÍOS","","1","","1",1

"H","00 A 04","ECUADOR",2023,14,"LOS LAGOS","","4","1","5",5

"H","00 A 04","ECUADOR",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","5","","5",5

"H","00 A 04","ECUADOR",2023,17,"REGIÓN IGNORADA","","38","1","39",39

"H","00 A 04","ESPAÑA",2018,1,"ARICA Y PARINACOTA","2","2","","2",4

"H","00 A 04","ESPAÑA",2018,2,"TARAPACÁ","","1","","1",1

"H","00 A 04","ESPAÑA",2018,3,"ANTOFAGASTA","3","","","",3

"H","00 A 04","ESPAÑA",2018,4,"ATACAMA","6","","","",6

"H","00 A 04","ESPAÑA",2018,5,"COQUIMBO","7","1","","1",8

"H","00 A 04","ESPAÑA",2018,6,"VALPARAÍSO","14","1","","1",15

"H","00 A 04","ESPAÑA",2018,7,"METROPOLITANA DE SANTIAGO","117","5","1","6",123

"H","00 A 04","ESPAÑA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","","",2

"H","00 A 04","ESPAÑA",2018,9,"MAULE","3","","","",3

"H","00 A 04","ESPAÑA",2018,10,"ÑUBLE","1","","","",1

"H","00 A 04","ESPAÑA",2018,11,"BIOBÍO","9","","","",9

"H","00 A 04","ESPAÑA",2018,12,"LA ARAUCANÍA","6","1","","1",7

"H","00 A 04","ESPAÑA",2018,14,"LOS LAGOS","1","","","",1

